ts,value,round,scenario,metric
1776968632.179,1,round_a_mw2_4,2. Step Function,replicas
1776968647.179,1,round_a_mw2_4,2. Step Function,replicas
1776968662.179,1,round_a_mw2_4,2. Step Function,replicas
1776968677.179,1,round_a_mw2_4,2. Step Function,replicas
1776968692.179,1,round_a_mw2_4,2. Step Function,replicas
1776968707.179,1,round_a_mw2_4,2. Step Function,replicas
1776968722.179,1,round_a_mw2_4,2. Step Function,replicas
1776968737.179,1,round_a_mw2_4,2. Step Function,replicas
1776968752.179,1,round_a_mw2_4,2. Step Function,replicas
1776968767.179,1,round_a_mw2_4,2. Step Function,replicas
1776968782.179,1,round_a_mw2_4,2. Step Function,replicas
1776968797.179,1,round_a_mw2_4,2. Step Function,replicas
1776968812.179,1,round_a_mw2_4,2. Step Function,replicas
1776968827.179,1,round_a_mw2_4,2. Step Function,replicas
1776968842.179,1,round_a_mw2_4,2. Step Function,replicas
1776968857.179,2,round_a_mw2_4,2. Step Function,replicas
1776968872.179,2,round_a_mw2_4,2. Step Function,replicas
1776968887.179,2,round_a_mw2_4,2. Step Function,replicas
1776968902.179,2,round_a_mw2_4,2. Step Function,replicas
1776968917.179,2,round_a_mw2_4,2. Step Function,replicas
1776968932.179,2,round_a_mw2_4,2. Step Function,replicas
1776968947.179,2,round_a_mw2_4,2. Step Function,replicas
1776968962.179,2,round_a_mw2_4,2. Step Function,replicas
1776968977.179,2,round_a_mw2_4,2. Step Function,replicas
1776968992.179,2,round_a_mw2_4,2. Step Function,replicas
1776969007.179,2,round_a_mw2_4,2. Step Function,replicas
1776969022.179,2,round_a_mw2_4,2. Step Function,replicas
1776969037.179,3,round_a_mw2_4,2. Step Function,replicas
1776969052.179,3,round_a_mw2_4,2. Step Function,replicas
1776969067.179,3,round_a_mw2_4,2. Step Function,replicas
1776969082.179,3,round_a_mw2_4,2. Step Function,replicas
1776969097.179,5,round_a_mw2_4,2. Step Function,replicas
1776969112.179,5,round_a_mw2_4,2. Step Function,replicas
1776969127.179,5,round_a_mw2_4,2. Step Function,replicas
1776969142.179,5,round_a_mw2_4,2. Step Function,replicas
1776969157.179,5,round_a_mw2_4,2. Step Function,replicas
1776969172.179,5,round_a_mw2_4,2. Step Function,replicas
1776969187.179,5,round_a_mw2_4,2. Step Function,replicas
1776969202.179,5,round_a_mw2_4,2. Step Function,replicas
1776969217.179,4,round_a_mw2_4,2. Step Function,replicas
1776969232.179,4,round_a_mw2_4,2. Step Function,replicas
1776969247.179,4,round_a_mw2_4,2. Step Function,replicas
1776969262.179,4,round_a_mw2_4,2. Step Function,replicas
1776969277.179,2,round_a_mw2_4,2. Step Function,replicas
1776969292.179,2,round_a_mw2_4,2. Step Function,replicas
