ts,value,round,scenario,metric
1776876537.597,1,round_a_mw2_2,6. Quiet + Burst,replicas
1776876552.597,1,round_a_mw2_2,6. Quiet + Burst,replicas
1776876567.597,1,round_a_mw2_2,6. Quiet + Burst,replicas
1776876582.597,1,round_a_mw2_2,6. Quiet + Burst,replicas
1776876597.597,1,round_a_mw2_2,6. Quiet + Burst,replicas
1776876612.597,1,round_a_mw2_2,6. Quiet + Burst,replicas
1776876627.597,1,round_a_mw2_2,6. Quiet + Burst,replicas
1776876642.597,1,round_a_mw2_2,6. Quiet + Burst,replicas
1776876657.597,1,round_a_mw2_2,6. Quiet + Burst,replicas
1776876672.597,1,round_a_mw2_2,6. Quiet + Burst,replicas
1776876687.597,1,round_a_mw2_2,6. Quiet + Burst,replicas
1776876702.597,1,round_a_mw2_2,6. Quiet + Burst,replicas
1776876717.597,1,round_a_mw2_2,6. Quiet + Burst,replicas
1776876732.597,1,round_a_mw2_2,6. Quiet + Burst,replicas
1776876747.597,1,round_a_mw2_2,6. Quiet + Burst,replicas
1776876762.597,1,round_a_mw2_2,6. Quiet + Burst,replicas
1776876777.597,1,round_a_mw2_2,6. Quiet + Burst,replicas
1776876792.597,1,round_a_mw2_2,6. Quiet + Burst,replicas
1776876807.597,1,round_a_mw2_2,6. Quiet + Burst,replicas
1776876822.597,2,round_a_mw2_2,6. Quiet + Burst,replicas
1776876837.597,2,round_a_mw2_2,6. Quiet + Burst,replicas
1776876852.597,2,round_a_mw2_2,6. Quiet + Burst,replicas
1776876867.597,2,round_a_mw2_2,6. Quiet + Burst,replicas
1776876882.597,1,round_a_mw2_2,6. Quiet + Burst,replicas
1776876897.597,1,round_a_mw2_2,6. Quiet + Burst,replicas
1776876912.597,1,round_a_mw2_2,6. Quiet + Burst,replicas
1776876927.597,1,round_a_mw2_2,6. Quiet + Burst,replicas
1776876942.597,2,round_a_mw2_2,6. Quiet + Burst,replicas
1776876957.597,2,round_a_mw2_2,6. Quiet + Burst,replicas
1776876972.597,2,round_a_mw2_2,6. Quiet + Burst,replicas
1776876987.597,2,round_a_mw2_2,6. Quiet + Burst,replicas
1776877002.597,2,round_a_mw2_2,6. Quiet + Burst,replicas
1776877017.597,2,round_a_mw2_2,6. Quiet + Burst,replicas
1776877032.597,2,round_a_mw2_2,6. Quiet + Burst,replicas
1776877047.597,2,round_a_mw2_2,6. Quiet + Burst,replicas
1776877062.597,1,round_a_mw2_2,6. Quiet + Burst,replicas
1776877077.597,1,round_a_mw2_2,6. Quiet + Burst,replicas
1776877092.597,1,round_a_mw2_2,6. Quiet + Burst,replicas
1776877107.597,1,round_a_mw2_2,6. Quiet + Burst,replicas
1776877122.597,2,round_a_mw2_2,6. Quiet + Burst,replicas
1776877137.597,2,round_a_mw2_2,6. Quiet + Burst,replicas
1776877152.597,2,round_a_mw2_2,6. Quiet + Burst,replicas
1776877167.597,2,round_a_mw2_2,6. Quiet + Burst,replicas
1776877182.597,1,round_a_mw2_2,6. Quiet + Burst,replicas
1776877197.597,1,round_a_mw2_2,6. Quiet + Burst,replicas
