ts,value,round,scenario,metric
1776959629.628,1,round_a_mw2_3,4. Multi Spike,replicas
1776959644.628,1,round_a_mw2_3,4. Multi Spike,replicas
1776959659.628,1,round_a_mw2_3,4. Multi Spike,replicas
1776959674.628,1,round_a_mw2_3,4. Multi Spike,replicas
1776959689.628,1,round_a_mw2_3,4. Multi Spike,replicas
1776959704.628,1,round_a_mw2_3,4. Multi Spike,replicas
1776959719.628,1,round_a_mw2_3,4. Multi Spike,replicas
1776959734.628,1,round_a_mw2_3,4. Multi Spike,replicas
1776959749.628,1,round_a_mw2_3,4. Multi Spike,replicas
1776959764.628,1,round_a_mw2_3,4. Multi Spike,replicas
1776959779.628,1,round_a_mw2_3,4. Multi Spike,replicas
1776959794.628,2,round_a_mw2_3,4. Multi Spike,replicas
1776959809.628,2,round_a_mw2_3,4. Multi Spike,replicas
1776959824.628,2,round_a_mw2_3,4. Multi Spike,replicas
1776959839.628,2,round_a_mw2_3,4. Multi Spike,replicas
1776959854.628,2,round_a_mw2_3,4. Multi Spike,replicas
1776959869.628,2,round_a_mw2_3,4. Multi Spike,replicas
1776959884.628,2,round_a_mw2_3,4. Multi Spike,replicas
1776959899.628,2,round_a_mw2_3,4. Multi Spike,replicas
1776959914.628,3,round_a_mw2_3,4. Multi Spike,replicas
1776959929.628,3,round_a_mw2_3,4. Multi Spike,replicas
1776959944.628,3,round_a_mw2_3,4. Multi Spike,replicas
1776959959.628,3,round_a_mw2_3,4. Multi Spike,replicas
1776959974.628,3,round_a_mw2_3,4. Multi Spike,replicas
1776959989.628,3,round_a_mw2_3,4. Multi Spike,replicas
1776960004.628,3,round_a_mw2_3,4. Multi Spike,replicas
1776960019.628,3,round_a_mw2_3,4. Multi Spike,replicas
1776960034.628,3,round_a_mw2_3,4. Multi Spike,replicas
1776960049.628,3,round_a_mw2_3,4. Multi Spike,replicas
1776960064.628,3,round_a_mw2_3,4. Multi Spike,replicas
1776960079.628,3,round_a_mw2_3,4. Multi Spike,replicas
1776960094.628,5,round_a_mw2_3,4. Multi Spike,replicas
1776960109.628,5,round_a_mw2_3,4. Multi Spike,replicas
1776960124.628,5,round_a_mw2_3,4. Multi Spike,replicas
1776960139.628,5,round_a_mw2_3,4. Multi Spike,replicas
1776960154.628,5,round_a_mw2_3,4. Multi Spike,replicas
1776960169.628,5,round_a_mw2_3,4. Multi Spike,replicas
1776960184.628,5,round_a_mw2_3,4. Multi Spike,replicas
1776960199.628,5,round_a_mw2_3,4. Multi Spike,replicas
1776960214.628,4,round_a_mw2_3,4. Multi Spike,replicas
1776960229.628,4,round_a_mw2_3,4. Multi Spike,replicas
1776960244.628,4,round_a_mw2_3,4. Multi Spike,replicas
1776960259.628,4,round_a_mw2_3,4. Multi Spike,replicas
1776960274.628,4,round_a_mw2_3,4. Multi Spike,replicas
1776960289.628,4,round_a_mw2_3,4. Multi Spike,replicas
