ts,value,round,scenario,metric
1776875637.597,1,round_a_mw2_2,5. Random Walk,replicas
1776875652.597,1,round_a_mw2_2,5. Random Walk,replicas
1776875667.597,1,round_a_mw2_2,5. Random Walk,replicas
1776875682.597,1,round_a_mw2_2,5. Random Walk,replicas
1776875697.597,1,round_a_mw2_2,5. Random Walk,replicas
1776875712.597,1,round_a_mw2_2,5. Random Walk,replicas
1776875727.597,1,round_a_mw2_2,5. Random Walk,replicas
1776875742.597,1,round_a_mw2_2,5. Random Walk,replicas
1776875757.597,1,round_a_mw2_2,5. Random Walk,replicas
1776875772.597,1,round_a_mw2_2,5. Random Walk,replicas
1776875787.597,1,round_a_mw2_2,5. Random Walk,replicas
1776875802.597,3,round_a_mw2_2,5. Random Walk,replicas
1776875817.597,3,round_a_mw2_2,5. Random Walk,replicas
1776875832.597,3,round_a_mw2_2,5. Random Walk,replicas
1776875847.597,3,round_a_mw2_2,5. Random Walk,replicas
1776875862.597,3,round_a_mw2_2,5. Random Walk,replicas
1776875877.597,3,round_a_mw2_2,5. Random Walk,replicas
1776875892.597,3,round_a_mw2_2,5. Random Walk,replicas
1776875907.597,3,round_a_mw2_2,5. Random Walk,replicas
1776875922.597,3,round_a_mw2_2,5. Random Walk,replicas
1776875937.597,3,round_a_mw2_2,5. Random Walk,replicas
1776875952.597,3,round_a_mw2_2,5. Random Walk,replicas
1776875967.597,3,round_a_mw2_2,5. Random Walk,replicas
1776875982.597,5,round_a_mw2_2,5. Random Walk,replicas
1776875997.597,5,round_a_mw2_2,5. Random Walk,replicas
1776876012.597,5,round_a_mw2_2,5. Random Walk,replicas
1776876027.597,5,round_a_mw2_2,5. Random Walk,replicas
1776876042.597,6,round_a_mw2_2,5. Random Walk,replicas
1776876057.597,6,round_a_mw2_2,5. Random Walk,replicas
1776876072.597,6,round_a_mw2_2,5. Random Walk,replicas
1776876087.597,6,round_a_mw2_2,5. Random Walk,replicas
1776876102.597,6,round_a_mw2_2,5. Random Walk,replicas
1776876117.597,6,round_a_mw2_2,5. Random Walk,replicas
1776876132.597,6,round_a_mw2_2,5. Random Walk,replicas
1776876147.597,6,round_a_mw2_2,5. Random Walk,replicas
1776876162.597,5,round_a_mw2_2,5. Random Walk,replicas
1776876177.597,5,round_a_mw2_2,5. Random Walk,replicas
1776876192.597,5,round_a_mw2_2,5. Random Walk,replicas
1776876207.597,5,round_a_mw2_2,5. Random Walk,replicas
1776876222.597,6,round_a_mw2_2,5. Random Walk,replicas
1776876237.597,6,round_a_mw2_2,5. Random Walk,replicas
1776876252.597,6,round_a_mw2_2,5. Random Walk,replicas
1776876267.597,6,round_a_mw2_2,5. Random Walk,replicas
1776876282.597,8,round_a_mw2_2,5. Random Walk,replicas
1776876297.597,8,round_a_mw2_2,5. Random Walk,replicas
