ts,value,round,scenario,metric
1776983591.922,1,round_b_mw2_2,6. Quiet + Burst,replicas
1776983606.922,1,round_b_mw2_2,6. Quiet + Burst,replicas
1776983621.922,1,round_b_mw2_2,6. Quiet + Burst,replicas
1776983636.922,1,round_b_mw2_2,6. Quiet + Burst,replicas
1776983651.922,1,round_b_mw2_2,6. Quiet + Burst,replicas
1776983666.922,1,round_b_mw2_2,6. Quiet + Burst,replicas
1776983681.922,1,round_b_mw2_2,6. Quiet + Burst,replicas
1776983696.922,1,round_b_mw2_2,6. Quiet + Burst,replicas
1776983711.922,1,round_b_mw2_2,6. Quiet + Burst,replicas
1776983726.922,1,round_b_mw2_2,6. Quiet + Burst,replicas
1776983741.922,1,round_b_mw2_2,6. Quiet + Burst,replicas
1776983756.922,1,round_b_mw2_2,6. Quiet + Burst,replicas
1776983771.922,1,round_b_mw2_2,6. Quiet + Burst,replicas
1776983786.922,1,round_b_mw2_2,6. Quiet + Burst,replicas
1776983801.922,1,round_b_mw2_2,6. Quiet + Burst,replicas
1776983816.922,1,round_b_mw2_2,6. Quiet + Burst,replicas
1776983831.922,1,round_b_mw2_2,6. Quiet + Burst,replicas
1776983846.922,1,round_b_mw2_2,6. Quiet + Burst,replicas
1776983861.922,2,round_b_mw2_2,6. Quiet + Burst,replicas
1776983876.922,2,round_b_mw2_2,6. Quiet + Burst,replicas
1776983891.922,3,round_b_mw2_2,6. Quiet + Burst,replicas
1776983906.922,3,round_b_mw2_2,6. Quiet + Burst,replicas
1776983921.922,2,round_b_mw2_2,6. Quiet + Burst,replicas
1776983936.922,2,round_b_mw2_2,6. Quiet + Burst,replicas
1776983951.922,1,round_b_mw2_2,6. Quiet + Burst,replicas
1776983966.922,1,round_b_mw2_2,6. Quiet + Burst,replicas
1776983981.922,1,round_b_mw2_2,6. Quiet + Burst,replicas
1776983996.922,1,round_b_mw2_2,6. Quiet + Burst,replicas
1776984011.922,1,round_b_mw2_2,6. Quiet + Burst,replicas
1776984026.922,1,round_b_mw2_2,6. Quiet + Burst,replicas
1776984041.922,2,round_b_mw2_2,6. Quiet + Burst,replicas
1776984056.922,2,round_b_mw2_2,6. Quiet + Burst,replicas
1776984071.922,2,round_b_mw2_2,6. Quiet + Burst,replicas
1776984086.922,2,round_b_mw2_2,6. Quiet + Burst,replicas
1776984101.922,1,round_b_mw2_2,6. Quiet + Burst,replicas
1776984116.922,1,round_b_mw2_2,6. Quiet + Burst,replicas
1776984131.922,1,round_b_mw2_2,6. Quiet + Burst,replicas
1776984146.922,1,round_b_mw2_2,6. Quiet + Burst,replicas
1776984161.922,1,round_b_mw2_2,6. Quiet + Burst,replicas
1776984176.922,1,round_b_mw2_2,6. Quiet + Burst,replicas
1776984191.922,2,round_b_mw2_2,6. Quiet + Burst,replicas
1776984206.922,2,round_b_mw2_2,6. Quiet + Burst,replicas
1776984221.922,2,round_b_mw2_2,6. Quiet + Burst,replicas
1776984236.922,2,round_b_mw2_2,6. Quiet + Burst,replicas
1776984251.922,1,round_b_mw2_2,6. Quiet + Burst,replicas
