"id","ts","target_ts","resource","input_value","predicted_value","actual_value","horizon_seconds","model_version"
9610,"2026-03-07 07:12:51.754426+00","2026-03-07 07:13:51.754426+00","cpu","0.0001102339181273558","0.048301782459020615","0.00011621755955470951",60,"v20260306-_tuned_20260306-181039-0246"
9611,"2026-03-07 07:12:51.769092+00","2026-03-07 07:13:51.769092+00","ram","29.953125","48.25698471069336","29.953125",60,"v20260306-_tuned_20260306-181039-0246"
9612,"2026-03-07 07:12:51.782428+00","2026-03-07 07:13:51.782428+00","rps","0.1","514.40380859375","0.10000200004000082",60,"v20260306-_tuned_20260306-181039-0246"
9616,"2026-03-07 07:13:21.75531+00","2026-03-07 07:14:21.75531+00","cpu","8.778983645043872e-05","0.0483042411506176","0.00015483884593829646",60,"v20260306-_tuned_20260306-181039-0246"
9617,"2026-03-07 07:13:21.768682+00","2026-03-07 07:14:21.768682+00","ram","29.953125","48.257144927978516","29.953125",60,"v20260306-_tuned_20260306-181039-0246"
9618,"2026-03-07 07:13:21.782078+00","2026-03-07 07:14:21.782078+00","rps","0.0999980000399992","514.4176025390625","0.1",60,"v20260306-_tuned_20260306-181039-0246"
9622,"2026-03-07 07:13:51.756639+00","2026-03-07 07:14:51.756639+00","cpu","0.00011621755955470951","0.04830397292971611","0.00016593495401797875",60,"v20260306-_tuned_20260306-181039-0246"
9623,"2026-03-07 07:13:51.770045+00","2026-03-07 07:14:51.770045+00","ram","29.953125","48.25717544555664","29.95703125",60,"v20260306-_tuned_20260306-181039-0246"
9624,"2026-03-07 07:13:51.783705+00","2026-03-07 07:14:51.783705+00","rps","0.10000200004000082","514.412353515625","0.1",60,"v20260306-_tuned_20260306-181039-0246"
9628,"2026-03-07 07:14:21.758032+00","2026-03-07 07:15:21.758032+00","cpu","0.00015483884593829646","0.0483008436858654","0.00014924083446699334",60,"v20260306-_tuned_20260306-181039-0246"
9629,"2026-03-07 07:14:21.772729+00","2026-03-07 07:15:21.772729+00","ram","29.953125","48.256988525390625","29.953125",60,"v20260306-_tuned_20260306-181039-0246"
9630,"2026-03-07 07:14:21.786321+00","2026-03-07 07:15:21.786321+00","rps","0.1","514.3944702148438","0.1000020000400008",60,"v20260306-_tuned_20260306-181039-0246"
9634,"2026-03-07 07:14:51.757788+00","2026-03-07 07:15:51.757788+00","cpu","0.00016593495401797875","0.04830245301127434","0.00010833592533453839",60,"v20260306-_tuned_20260306-181039-0246"
9635,"2026-03-07 07:14:51.772789+00","2026-03-07 07:15:51.772789+00","ram","29.95703125","48.25703811645508","29.953125",60,"v20260306-_tuned_20260306-181039-0246"
9636,"2026-03-07 07:14:51.790972+00","2026-03-07 07:15:51.790972+00","rps","0.1","514.396728515625","0.1000020000400008",60,"v20260306-_tuned_20260306-181039-0246"
9640,"2026-03-07 07:15:21.757539+00","2026-03-07 07:16:21.757539+00","cpu","0.00014924083446699334","0.048300351947546005","0.00012616307938628226",60,"v20260306-_tuned_20260306-181039-0246"
9641,"2026-03-07 07:15:21.771162+00","2026-03-07 07:16:21.771162+00","ram","29.953125","48.2569580078125","29.953125",60,"v20260306-_tuned_20260306-181039-0246"
9642,"2026-03-07 07:15:21.786239+00","2026-03-07 07:16:21.786239+00","rps","0.1000020000400008","514.3909301757812","0.1000020000400008",60,"v20260306-_tuned_20260306-181039-0246"
9646,"2026-03-07 07:15:51.757155+00","2026-03-07 07:16:51.757155+00","cpu","0.00010833592533453839","0.048301707953214645","0.00015376058935499058",60,"v20260306-_tuned_20260306-181039-0246"
9647,"2026-03-07 07:15:51.771263+00","2026-03-07 07:16:51.771263+00","ram","29.953125","48.256954193115234","29.953125",60,"v20260306-_tuned_20260306-181039-0246"
9648,"2026-03-07 07:15:51.784903+00","2026-03-07 07:16:51.784903+00","rps","0.1000020000400008","514.3998413085938","0.1",60,"v20260306-_tuned_20260306-181039-0246"
9652,"2026-03-07 07:16:21.757296+00","2026-03-07 07:17:21.757296+00","cpu","0.00012616307938628226","0.04830237850546837","0.00012060480408097795",60,"v20260306-_tuned_20260306-181039-0246"
9653,"2026-03-07 07:16:21.771291+00","2026-03-07 07:17:21.771291+00","ram","29.953125","48.25703048706055","29.953125",60,"v20260306-_tuned_20260306-181039-0246"
