"id","ts","target_ts","input_cpu","input_ram","input_rps","predicted_cpu","actual_cpu","horizon_seconds","model_version"
1624,"2026-03-27 12:44:45.335393+00","2026-03-27 12:45:45.335393+00",0.3055758789830432,51.50390625,4.44,0.26813268802493345,0.8239505696907491,60,"v20260326-204532-4583"
1625,"2026-03-27 12:44:50.342212+00","2026-03-27 12:45:50.342212+00",0.464046611688803,51.50390625,6.72026881075243,0.6404838401995507,0.4064531827617263,60,"v20260326-204532-4583"
1626,"2026-03-27 12:44:55.335414+00","2026-03-27 12:45:55.335414+00",0.464046611688803,51.50390625,9.96,1.0029442477331105,0.380998521525569,60,"v20260326-204532-4583"
1627,"2026-03-27 12:45:00.346474+00","2026-03-27 12:46:00.346474+00",0.32852179874508813,51.50390625,13.84,0.8423441898690709,0.29453567765275174,60,"v20260326-204532-4583"
1628,"2026-03-27 12:45:05.353358+00","2026-03-27 12:46:05.353358+00",1.1205559686079885,50.3125,17.96,1.0557107632333769,0.15315223819018894,60,"v20260326-204532-4583"
1629,"2026-03-27 12:45:10.338676+00","2026-03-27 12:46:10.338676+00",0.837298095676699,50.3125,21.64,1.1488773748430576,0.15315223819018894,60,"v20260326-204532-4583"
1630,"2026-03-27 12:45:15.335104+00","2026-03-27 12:46:15.335104+00",1.5224692348378104,50.83984375,24.28,1.5717763847062745,0.38651412395708107,60,"v20260326-204532-4583"
1631,"2026-03-27 12:45:20.332523+00","2026-03-27 12:46:20.332523+00",1.5224692348378104,50.83984375,25.64,1.774307831339456,0.386514123957081,60,"v20260326-204532-4583"
1632,"2026-03-27 12:45:25.310344+00","2026-03-27 12:46:25.310344+00",1.4859178909418673,51.09765625,26.118955241790328,1.6500735240913842,0.6524200208250986,60,"v20260326-204532-4583"
1633,"2026-03-27 12:45:30.335365+00","2026-03-27 12:46:30.335365+00",1.4476882721740656,51.09765625,24.840000000000003,1.5340769674031607,0.7856212525562281,60,"v20260326-204532-4583"
1634,"2026-03-27 12:45:35.338479+00","2026-03-27 12:46:35.338479+00",1.237551422959581,51.046875,22.68,1.306733913021246,1.05544603016891,60,"v20260326-204532-4583"
1635,"2026-03-27 12:45:40.344848+00","2026-03-27 12:46:40.344848+00",1.063344875028655,51.046875,19.6,1.0560841553601752,0.6970341490907175,60,"v20260326-204532-4583"
1636,"2026-03-27 12:45:45.331538+00","2026-03-27 12:46:45.331538+00",0.8239505696907491,49.77734375,16.359345626174953,0.7712374673219253,1.527278748689269,60,"v20260326-204532-4583"
1637,"2026-03-27 12:45:50.345298+00","2026-03-27 12:46:50.345298+00",0.4064531827617263,49.77734375,12.240489619584782,0.4381891193388088,1.527278748689269,60,"v20260326-204532-4583"
1638,"2026-03-27 12:45:55.328676+00","2026-03-27 12:46:55.328676+00",0.380998521525569,49.77734375,8.75964961401544,0.34284929031124134,0.9004993856320771,60,"v20260326-204532-4583"
1639,"2026-03-27 12:46:00.33609+00","2026-03-27 12:47:00.33609+00",0.29453567765275174,49.77734375,5.96,0.24293548899475614,1.4136568063297916,60,"v20260326-204532-4583"
1640,"2026-03-27 12:46:05.34719+00","2026-03-27 12:47:05.34719+00",0.15315223819018894,50.4921875,4.16,0.17017084131854665,1.0899765195738138,60,"v20260326-204532-4583"
1641,"2026-03-27 12:46:10.346393+00","2026-03-27 12:47:10.346393+00",0.15315223819018894,50.4921875,3.6401456058242325,0.16837229103599777,0.8538015891296498,60,"v20260326-204532-4583"
