,id,ts,target_ts,resource,input_value,predicted_value,actual_value,horizon_seconds,model_version
3379,3371,2026-03-06 22:32:51.764387+00:00,2026-03-06 22:33:51.764387+00,ram,39.33203125,50.05288696289063,39.29296875,60,v20260306-_tuned_20260306-181039-0246
3380,3372,2026-03-06 22:32:51.779167+00:00,2026-03-06 22:33:51.779167+00,rps,177.3,553.388427734375,194.68,60,v20260306-_tuned_20260306-181039-0246
3439,3373,2026-03-06 22:33:06.761363+00:00,2026-03-06 22:34:06.761363+00,cpu,0.0272817506193217,0.0682470723986625,0.0300309317238767,60,v20260306-_tuned_20260306-181039-0246
3440,3374,2026-03-06 22:33:06.777112+00:00,2026-03-06 22:34:06.777112+00,ram,40.02734375,50.10529708862305,39.8046875,60,v20260306-_tuned_20260306-181039-0246
3441,3375,2026-03-06 22:33:06.790219+00:00,2026-03-06 22:34:06.790219+00,rps,179.18,555.8412475585938,204.88409768195365,60,v20260306-_tuned_20260306-181039-0246
3381,3376,2026-03-06 22:33:21.769158+00:00,2026-03-06 22:34:21.769158+00,cpu,0.027873263617923,0.0678802952170372,0.0305977764460252,60,v20260306-_tuned_20260306-181039-0246
3382,3377,2026-03-06 22:33:21.782986+00:00,2026-03-06 22:34:21.782986+00,ram,39.5234375,50.104454040527344,40.3046875,60,v20260306-_tuned_20260306-181039-0246
3383,3378,2026-03-06 22:33:21.797372+00:00,2026-03-06 22:34:21.797372+00,rps,183.91632167356653,554.802978515625,204.78409568191364,60,v20260306-_tuned_20260306-181039-0246
3442,3379,2026-03-06 22:33:36.764579+00:00,2026-03-06 22:34:36.764579+00,cpu,0.0285112522376675,0.068154402077198,0.0309299919990839,60,v20260306-_tuned_20260306-181039-0246
3443,3380,2026-03-06 22:33:36.777713+00:00,2026-03-06 22:34:36.777713+00,ram,39.69140625,50.128074645996094,40.3046875,60,v20260306-_tuned_20260306-181039-0246
3444,3381,2026-03-06 22:33:36.790921+00:00,2026-03-06 22:34:36.790921+00,rps,193.41613167736645,555.1825561523438,208.9,60,v20260306-_tuned_20260306-181039-0246
3384,3382,2026-03-06 22:33:51.756675+00:00,2026-03-06 22:34:51.756675+00,cpu,0.025041805526962,0.067870520055294,0.0313765246286165,60,v20260306-_tuned_20260306-181039-0246
3385,3383,2026-03-06 22:33:51.771004+00:00,2026-03-06 22:34:51.771004+00,ram,39.29296875,50.12495803833008,40.3203125,60,v20260306-_tuned_20260306-181039-0246
3386,3384,2026-03-06 22:33:51.786705+00:00,2026-03-06 22:34:51.786705+00,rps,194.68,555.5055541992188,209.6,60,v20260306-_tuned_20260306-181039-0246
3445,3385,2026-03-06 22:34:06.753187+00:00,2026-03-06 22:35:06.753187+00,cpu,0.0300309317238767,0.0685224309563636,0.0318953440928467,60,v20260306-_tuned_20260306-181039-0246
3446,3386,2026-03-06 22:34:06.767315+00:00,2026-03-06 22:35:06.767315+00,ram,39.8046875,50.17287063598633,39.80859375,60,v20260306-_tuned_20260306-181039-0246
3447,3387,2026-03-06 22:34:06.779844+00:00,2026-03-06 22:35:06.779844+00,rps,204.88409768195365,556.386962890625,213.1557368852623,60,v20260306-_tuned_20260306-181039-0246
3387,3388,2026-03-06 22:34:21.763649+00:00,2026-03-06 22:35:21.763649+00,cpu,0.0305977764460252,0.0692257657647132,0.0327497083465859,60,v20260306-_tuned_20260306-181039-0246
3388,3389,2026-03-06 22:34:21.777515+00:00,2026-03-06 22:35:21.777515+00,ram,40.3046875,50.21805191040039,41.43359375,60,v20260306-_tuned_20260306-181039-0246
3389,3390,2026-03-06 22:34:21.797369+00:00,2026-03-06 22:35:21.797369+00,rps,204.78409568191364,558.0035400390625,216.44,60,v20260306-_tuned_20260306-181039-0246
3448,3391,2026-03-06 22:34:36.753401+00:00,2026-03-06 22:35:36.753401+00,cpu,0.0309299919990839,0.0694984346628189,0.0262777944013998,60,v20260306-_tuned_20260306-181039-0246
3449,3392,2026-03-06 22:34:36.774763+00:00,2026-03-06 22:35:36.774763+00,ram,40.3046875,50.242408752441406,41.43359375,60,v20260306-_tuned_20260306-181039-0246
3450,3393,2026-03-06 22:34:36.791155+00:00,2026-03-06 22:35:36.791155+00,rps,208.9,558.5587158203125,219.34,60,v20260306-_tuned_20260306-181039-0246
3390,3394,2026-03-06 22:34:51.760326+00:00,2026-03-06 22:35:51.760326+00,cpu,0.0313765246286165,0.0696771219372749,0.0332028716877783,60,v20260306-_tuned_20260306-181039-0246
3391,3395,2026-03-06 22:34:51.773672+00:00,2026-03-06 22:35:51.773672+00,ram,40.3203125,50.26326370239258,40.8046875,60,v20260306-_tuned_20260306-181039-0246
3392,3396,2026-03-06 22:34:51.785178+00:00,2026-03-06 22:35:51.785178+00,rps,209.6,558.905517578125,223.96,60,v20260306-_tuned_20260306-181039-0246
3451,3397,2026-03-06 22:35:06.786313+00:00,2026-03-06 22:36:06.786313+00,cpu,0.0318953440928467,0.069117747247219,0.0333171673099619,60,v20260306-_tuned_20260306-181039-0246
3452,3398,2026-03-06 22:35:06.799340+00:00,2026-03-06 22:36:06.79934+00,ram,39.80859375,50.25096130371094,41.14453125,60,v20260306-_tuned_20260306-181039-0246
3453,3399,2026-03-06 22:35:06.839949+00:00,2026-03-06 22:36:06.839949+00,rps,213.1557368852623,557.339599609375,229.16458329166588,60,v20260306-_tuned_20260306-181039-0246
3393,3400,2026-03-06 22:35:21.759047+00:00,2026-03-06 22:36:21.759047+00,cpu,0.0327497083465859,0.0710121989250183,0.0286710810324076,60,v20260306-_tuned_20260306-181039-0246
3394,3401,2026-03-06 22:35:21.769467+00:00,2026-03-06 22:36:21.769467+00,ram,41.43359375,50.35880279541016,40.9609375,60,v20260306-_tuned_20260306-181039-0246
3395,3402,2026-03-06 22:35:21.779725+00:00,2026-03-06 22:36:21.779725+00,rps,216.44,562.0296020507812,232.46,60,v20260306-_tuned_20260306-181039-0246
3454,3403,2026-03-06 22:35:36.762902+00:00,2026-03-06 22:36:36.762902+00,cpu,0.0262777944013998,0.0716739892959594,0.0349072778595974,60,v20260306-_tuned_20260306-181039-0246
3455,3404,2026-03-06 22:35:36.778149+00:00,2026-03-06 22:36:36.778149+00,ram,41.43359375,50.42093276977539,41.1953125,60,v20260306-_tuned_20260306-181039-0246
3456,3405,2026-03-06 22:35:36.790071+00:00,2026-03-06 22:36:36.790071+00,rps,219.34,565.5362548828125,235.44,60,v20260306-_tuned_20260306-181039-0246
3396,3406,2026-03-06 22:35:51.752860+00:00,2026-03-06 22:36:51.75286+00,cpu,0.0332028716877783,0.0712480098009109,0.0351050286713127,60,v20260306-_tuned_20260306-181039-0246
3397,3407,2026-03-06 22:35:51.766698+00:00,2026-03-06 22:36:51.766698+00,ram,40.8046875,50.43541717529297,40.91796875,60,v20260306-_tuned_20260306-181039-0246
3398,3408,2026-03-06 22:35:51.778510+00:00,2026-03-06 22:36:51.77851+00,rps,223.96,563.0672607421875,240.68,60,v20260306-_tuned_20260306-181039-0246
3457,3409,2026-03-06 22:36:06.758179+00:00,2026-03-06 22:37:06.758179+00,cpu,0.0333171673099619,0.0716895908117294,0.023662999999999,60,v20260306-_tuned_20260306-181039-0246
3458,3410,2026-03-06 22:36:06.770590+00:00,2026-03-06 22:37:06.77059+00,ram,41.14453125,50.47403335571289,40.72265625,60,v20260306-_tuned_20260306-181039-0246
3459,3411,2026-03-06 22:36:06.783081+00:00,2026-03-06 22:37:06.783081+00,rps,229.16458329166588,564.0264282226562,242.884857697154,60,v20260306-_tuned_20260306-181039-0246
3399,3412,2026-03-06 22:36:21.764104+00:00,2026-03-06 22:37:21.764104+00,cpu,0.0286710810324076,0.0716820806264877,0.0354462294634276,60,v20260306-_tuned_20260306-181039-0246
3400,3413,2026-03-06 22:36:21.778280+00:00,2026-03-06 22:37:21.77828+00,ram,40.9609375,50.491512298583984,40.76171875,60,v20260306-_tuned_20260306-181039-0246
3401,3414,2026-03-06 22:36:21.792066+00:00,2026-03-06 22:37:21.792066+00,rps,232.46,565.0355834960938,245.17509649807005,60,v20260306-_tuned_20260306-181039-0246
3460,3415,2026-03-06 22:36:36.746229+00:00,2026-03-06 22:37:36.746229+00,cpu,0.0349072778595974,0.0719954967498779,0.0355855680726989,60,v20260306-_tuned_20260306-181039-0246
3461,3416,2026-03-06 22:36:36.758718+00:00,2026-03-06 22:37:36.758718+00,ram,41.1953125,50.5276985168457,40.52734375,60,v20260306-_tuned_20260306-181039-0246
3462,3417,2026-03-06 22:36:36.773707+00:00,2026-03-06 22:37:36.773707+00,rps,235.44,564.6279296875,249.86,60,v20260306-_tuned_20260306-181039-0246
3402,3418,2026-03-06 22:36:51.762211+00:00,2026-03-06 22:37:51.762211+00,cpu,0.0351050286713127,0.0717485323548317,0.0233100499999977,60,v20260306-_tuned_20260306-181039-0246
3403,3419,2026-03-06 22:36:51.774645+00:00,2026-03-06 22:37:51.774645+00,ram,40.91796875,50.526458740234375,41.30078125,60,v20260306-_tuned_20260306-181039-0246
3404,3420,2026-03-06 22:36:51.792689+00:00,2026-03-06 22:37:51.792689+00,rps,240.68,563.999267578125,251.214975700486,60,v20260306-_tuned_20260306-181039-0246
3463,3421,2026-03-06 22:37:06.762048+00:00,2026-03-06 22:38:06.762048+00,cpu,0.023662999999999,0.0717859640717506,0.0367307229599355,60,v20260306-_tuned_20260306-181039-0246
3464,3422,2026-03-06 22:37:06.781348+00:00,2026-03-06 22:38:06.781348+00,ram,40.72265625,50.53751754760742,40.890625,60,v20260306-_tuned_20260306-181039-0246
3465,3423,2026-03-06 22:37:06.794240+00:00,2026-03-06 22:38:06.79424+00,rps,242.884857697154,567.19287109375,257.6051521030421,60,v20260306-_tuned_20260306-181039-0246
3405,3424,2026-03-06 22:37:21.762368+00:00,2026-03-06 22:38:21.762368+00,cpu,0.0354462294634276,0.0717949047684669,0.0312772791480265,60,v20260306-_tuned_20260306-181039-0246
3406,3425,2026-03-06 22:37:21.778971+00:00,2026-03-06 22:38:21.778971+00,ram,40.76171875,50.55828475952149,41.94140625,60,v20260306-_tuned_20260306-181039-0246
3407,3426,2026-03-06 22:37:21.793629+00:00,2026-03-06 22:38:21.793629+00,rps,245.17509649807005,565.4039306640625,259.3851877037541,60,v20260306-_tuned_20260306-181039-0246
3466,3427,2026-03-06 22:37:36.757082+00:00,2026-03-06 22:38:36.757082+00,cpu,0.0355855680726989,0.0714044794440269,0.0384505085421764,60,v20260306-_tuned_20260306-181039-0246
3467,3428,2026-03-06 22:37:36.769379+00:00,2026-03-06 22:38:36.769379+00,ram,40.52734375,50.54690170288086,42.203125,60,v20260306-_tuned_20260306-181039-0246
3468,3429,2026-03-06 22:37:36.781869+00:00,2026-03-06 22:38:36.781869+00,rps,249.86,564.600341796875,262.64,60,v20260306-_tuned_20260306-181039-0246
3408,3430,2026-03-06 22:37:51.756933+00:00,2026-03-06 22:38:51.756933+00,cpu,0.0233100499999977,0.0726139917969703,0.0384696681234092,60,v20260306-_tuned_20260306-181039-0246
3409,3431,2026-03-06 22:37:51.770343+00:00,2026-03-06 22:38:51.770343+00,ram,41.30078125,50.61021423339844,42.1640625,60,v20260306-_tuned_20260306-181039-0246
3410,3432,2026-03-06 22:37:51.784836+00:00,2026-03-06 22:38:51.784836+00,rps,251.214975700486,571.40380859375,266.14,60,v20260306-_tuned_20260306-181039-0246
3469,3433,2026-03-06 22:38:06.762464+00:00,2026-03-06 22:39:06.762464+00,cpu,0.0367307229599355,0.0723893791437149,0.0387870658006197,60,v20260306-_tuned_20260306-181039-0246
3470,3434,2026-03-06 22:38:06.775421+00:00,2026-03-06 22:39:06.775421+00,ram,40.890625,50.61782455444336,41.86328125,60,v20260306-_tuned_20260306-181039-0246
3471,3435,2026-03-06 22:38:06.788952+00:00,2026-03-06 22:39:06.788952+00,rps,257.6051521030421,568.5286865234375,269.04,60,v20260306-_tuned_20260306-181039-0246
3411,3436,2026-03-06 22:38:21.758492+00:00,2026-03-06 22:39:21.758492+00,cpu,0.0312772791480265,0.0737796947360038,0.0389372502472855,60,v20260306-_tuned_20260306-181039-0246
3412,3437,2026-03-06 22:38:21.772259+00:00,2026-03-06 22:39:21.772259+00,ram,41.94140625,50.69855499267578,41.7578125,60,v20260306-_tuned_20260306-181039-0246
3413,3438,2026-03-06 22:38:21.786679+00:00,2026-03-06 22:39:21.786679+00,rps,259.3851877037541,573.6476440429688,272.9745405091898,60,v20260306-_tuned_20260306-181039-0246
3472,3439,2026-03-06 22:38:36.764208+00:00,2026-03-06 22:39:36.764208+00,cpu,0.0384505085421764,0.074415884912014,0.0400347026194698,60,v20260306-_tuned_20260306-181039-0246
3473,3440,2026-03-06 22:38:36.776237+00:00,2026-03-06 22:39:36.776237+00,ram,42.203125,50.75907516479492,41.80078125,60,v20260306-_tuned_20260306-181039-0246
3474,3441,2026-03-06 22:38:36.787779+00:00,2026-03-06 22:39:36.787779+00,rps,262.64,574.0867309570312,280.4343913121737,60,v20260306-_tuned_20260306-181039-0246
3414,3442,2026-03-06 22:38:51.748349+00:00,2026-03-06 22:39:51.748349+00,cpu,0.0384696681234092,0.0745756030082702,0.041146114773595,60,v20260306-_tuned_20260306-181039-0246
3415,3443,2026-03-06 22:38:51.761827+00:00,2026-03-06 22:39:51.761827+00,ram,42.1640625,50.78226089477539,38.51953125,60,v20260306-_tuned_20260306-181039-0246
3416,3444,2026-03-06 22:38:51.776708+00:00,2026-03-06 22:39:51.776708+00,rps,266.14,573.9598999023438,287.24,60,v20260306-_tuned_20260306-181039-0246
3476,3445,2026-03-06 22:39:06.750867+00:00,2026-03-06 22:40:06.750867+00,cpu,0.0387870658006197,0.0743237808346748,0.0424251901092822,60,v20260306-_tuned_20260306-181039-0246
3477,3446,2026-03-06 22:39:06.764257+00:00,2026-03-06 22:40:06.764257+00,ram,41.86328125,50.78731155395508,41.86328125,60,v20260306-_tuned_20260306-181039-0246
3478,3447,2026-03-06 22:39:06.777214+00:00,2026-03-06 22:40:06.777214+00,rps,269.04,573.1812133789062,293.1258625172504,60,v20260306-_tuned_20260306-181039-0246
3417,3448,2026-03-06 22:39:21.770115+00:00,2026-03-06 22:40:21.770115+00,cpu,0.0389372502472855,0.0741668939590454,0.041946812719453,60,v20260306-_tuned_20260306-181039-0246
3418,3449,2026-03-06 22:39:21.786642+00:00,2026-03-06 22:40:21.786642+00,ram,41.7578125,50.793678283691406,41.9296875,60,v20260306-_tuned_20260306-181039-0246
3419,3450,2026-03-06 22:39:21.806266+00:00,2026-03-06 22:40:21.806266+00,rps,272.9745405091898,572.6880493164062,295.2140957180856,60,v20260306-_tuned_20260306-181039-0246
3484,3451,2026-03-06 22:39:36.762113+00:00,2026-03-06 22:40:36.762113+00,cpu,0.0400347026194698,0.0741717964410781,0.0419291442901355,60,v20260306-_tuned_20260306-181039-0246
3479,3452,2026-03-06 22:39:36.783766+00:00,2026-03-06 22:40:36.783766+00,ram,41.80078125,50.79467391967773,41.92578125,60,v20260306-_tuned_20260306-181039-0246
3480,3453,2026-03-06 22:39:36.799382+00:00,2026-03-06 22:40:36.799382+00,rps,280.4343913121737,571.7611083984375,296.14,60,v20260306-_tuned_20260306-181039-0246
3420,3454,2026-03-06 22:39:51.784315+00:00,2026-03-06 22:40:51.784315+00,cpu,0.041146114773595,0.0701253414154052,0.0424010399669306,60,v20260306-_tuned_20260306-181039-0246
3421,3455,2026-03-06 22:39:51.799561+00:00,2026-03-06 22:40:51.799561+00,ram,38.51953125,50.58857345581055,42.5390625,60,v20260306-_tuned_20260306-181039-0246
3422,3456,2026-03-06 22:39:51.814644+00:00,2026-03-06 22:40:51.814644+00,rps,287.24,561.4473266601562,301.04,60,v20260306-_tuned_20260306-181039-0246
3481,3457,2026-03-06 22:40:06.766970+00:00,2026-03-06 22:41:06.76697+00,cpu,0.0424251901092822,0.0732095837593078,0.0435798283056021,60,v20260306-_tuned_20260306-181039-0246
3482,3458,2026-03-06 22:40:06.781856+00:00,2026-03-06 22:41:06.781856+00,ram,41.86328125,50.72112655639648,42.9921875,60,v20260306-_tuned_20260306-181039-0246
3483,3459,2026-03-06 22:40:06.795455+00:00,2026-03-06 22:41:06.795455+00,rps,293.1258625172504,569.6187133789062,306.3461269225385,60,v20260306-_tuned_20260306-181039-0246
3485,3460,2026-03-06 22:40:21.769445+00:00,2026-03-06 22:41:21.769445+00,cpu,0.041946812719453,0.0737338736653328,0.0436578035199205,60,v20260306-_tuned_20260306-181039-0246
3486,3461,2026-03-06 22:40:21.783789+00:00,2026-03-06 22:41:21.783789+00,ram,41.9296875,50.74345016479492,42.7734375,60,v20260306-_tuned_20260306-181039-0246
3487,3462,2026-03-06 22:40:21.797114+00:00,2026-03-06 22:41:21.797114+00,rps,295.2140957180856,570.9956665039062,307.3,60,v20260306-_tuned_20260306-181039-0246
3544,3463,2026-03-06 22:40:36.768735+00:00,2026-03-06 22:41:36.768735+00,cpu,0.0419291442901355,0.0740371719002723,0.0373345581769587,60,v20260306-_tuned_20260306-181039-0246
3545,3464,2026-03-06 22:40:36.785563+00:00,2026-03-06 22:41:36.785563+00,ram,41.92578125,50.77809524536133,43.2734375,60,v20260306-_tuned_20260306-181039-0246
3546,3465,2026-03-06 22:40:36.798408+00:00,2026-03-06 22:41:36.798408+00,rps,296.14,572.053466796875,311.78000000000003,60,v20260306-_tuned_20260306-181039-0246
3488,3466,2026-03-06 22:40:51.757632+00:00,2026-03-06 22:41:51.757632+00,cpu,0.0424010399669306,0.075068712234497,0.044119590941278,60,v20260306-_tuned_20260306-181039-0246
3489,3467,2026-03-06 22:40:51.771231+00:00,2026-03-06 22:41:51.771231+00,ram,42.5390625,50.84023666381836,42.93359375,60,v20260306-_tuned_20260306-181039-0246
3490,3468,2026-03-06 22:40:51.786185+00:00,2026-03-06 22:41:51.786185+00,rps,301.04,574.52294921875,313.3537329253415,60,v20260306-_tuned_20260306-181039-0246
3547,3469,2026-03-06 22:41:06.750302+00:00,2026-03-06 22:42:06.750302+00,cpu,0.0435798283056021,0.0760904997587204,0.0372430359962848,60,v20260306-_tuned_20260306-181039-0246
3548,3470,2026-03-06 22:41:06.765721+00:00,2026-03-06 22:42:06.765721+00,ram,42.9921875,50.91869735717773,42.93359375,60,v20260306-_tuned_20260306-181039-0246
3549,3471,2026-03-06 22:41:06.778974+00:00,2026-03-06 22:42:06.778974+00,rps,306.3461269225385,577.2189331054688,319.62,60,v20260306-_tuned_20260306-181039-0246
3491,3472,2026-03-06 22:41:21.756425+00:00,2026-03-06 22:42:21.756425+00,cpu,0.0436578035199205,0.0762619376182556,0.0383082991503667,60,v20260306-_tuned_20260306-181039-0246
3492,3473,2026-03-06 22:41:21.771003+00:00,2026-03-06 22:42:21.771003+00,ram,42.7734375,50.95277786254883,42.98828125,60,v20260306-_tuned_20260306-181039-0246
3493,3474,2026-03-06 22:41:21.785718+00:00,2026-03-06 22:42:21.785718+00,rps,307.3,577.7265625,323.48,60,v20260306-_tuned_20260306-181039-0246
3550,3475,2026-03-06 22:41:36.768776+00:00,2026-03-06 22:42:36.768776+00,cpu,0.0373345581769587,0.0772933512926101,0.0466464412982833,60,v20260306-_tuned_20260306-181039-0246
3551,3476,2026-03-06 22:41:36.782252+00:00,2026-03-06 22:42:36.782252+00,ram,43.2734375,51.0347785949707,42.9453125,60,v20260306-_tuned_20260306-181039-0246
3552,3477,2026-03-06 22:41:36.797176+00:00,2026-03-06 22:42:36.797176+00,rps,311.78000000000003,582.0430297851562,324.56,60,v20260306-_tuned_20260306-181039-0246
3494,3478,2026-03-06 22:41:51.765353+00:00,2026-03-06 22:42:51.765353+00,cpu,0.044119590941278,0.077256828546524,0.0468397203595364,60,v20260306-_tuned_20260306-181039-0246
3495,3479,2026-03-06 22:41:51.778929+00:00,2026-03-06 22:42:51.778929+00,ram,42.93359375,51.06795120239258,42.67578125,60,v20260306-_tuned_20260306-181039-0246
3496,3480,2026-03-06 22:41:51.796171+00:00,2026-03-06 22:42:51.796171+00,rps,313.3537329253415,580.6832885742188,328.6534269314613,60,v20260306-_tuned_20260306-181039-0246
3553,3481,2026-03-06 22:42:06.743638+00:00,2026-03-06 22:43:06.743638+00,cpu,0.0372430359962848,0.0775778293609619,0.0468807063944591,60,v20260306-_tuned_20260306-181039-0246
3554,3482,2026-03-06 22:42:06.763725+00:00,2026-03-06 22:43:06.763725+00,ram,42.93359375,51.108055114746094,42.3828125,60,v20260306-_tuned_20260306-181039-0246
3555,3483,2026-03-06 22:42:06.778435+00:00,2026-03-06 22:43:06.778435+00,rps,319.62,583.2552490234375,330.12,60,v20260306-_tuned_20260306-181039-0246
3497,3484,2026-03-06 22:42:21.760605+00:00,2026-03-06 22:43:21.760605+00,cpu,0.0383082991503667,0.0777518823742866,0.0470162024897244,60,v20260306-_tuned_20260306-181039-0246
3498,3485,2026-03-06 22:42:21.777203+00:00,2026-03-06 22:43:21.777203+00,ram,42.98828125,51.17535018920898,42.828125,60,v20260306-_tuned_20260306-181039-0246
3499,3486,2026-03-06 22:42:21.791409+00:00,2026-03-06 22:43:21.791409+00,rps,323.48,584.0917358398438,334.4333113337733,60,v20260306-_tuned_20260306-181039-0246
3556,3487,2026-03-06 22:42:36.753812+00:00,2026-03-06 22:43:36.753812+00,cpu,0.0466464412982833,0.0777389258146286,0.0474871017340089,60,v20260306-_tuned_20260306-181039-0246
3557,3488,2026-03-06 22:42:36.766242+00:00,2026-03-06 22:43:36.766242+00,ram,42.9453125,51.19777297973633,43.140625,60,v20260306-_tuned_20260306-181039-0246
3558,3489,2026-03-06 22:42:36.778563+00:00,2026-03-06 22:43:36.778563+00,rps,324.56,582.6148071289062,337.52000000000004,60,v20260306-_tuned_20260306-181039-0246
3500,3490,2026-03-06 22:42:51.756540+00:00,2026-03-06 22:43:51.75654+00,cpu,0.0468397203595364,0.0773298591375351,0.0484187095710992,60,v20260306-_tuned_20260306-181039-0246
3501,3491,2026-03-06 22:42:51.770808+00:00,2026-03-06 22:43:51.770808+00,ram,42.67578125,51.18621063232422,41.79296875,60,v20260306-_tuned_20260306-181039-0246
3502,3492,2026-03-06 22:42:51.785391+00:00,2026-03-06 22:43:51.785391+00,rps,328.6534269314613,581.5870361328125,342.34000000000003,60,v20260306-_tuned_20260306-181039-0246
3559,3493,2026-03-06 22:43:06.770788+00:00,2026-03-06 22:44:06.770788+00,cpu,0.0468807063944591,0.0767583400011062,0.049512110221264,60,v20260306-_tuned_20260306-181039-0246
3560,3494,2026-03-06 22:43:06.784767+00:00,2026-03-06 22:44:06.784767+00,ram,42.3828125,51.16012191772461,43.30078125,60,v20260306-_tuned_20260306-181039-0246
3561,3495,2026-03-06 22:43:06.797190+00:00,2026-03-06 22:44:06.79719+00,rps,330.12,580.3347778320312,348.18,60,v20260306-_tuned_20260306-181039-0246
3503,3496,2026-03-06 22:43:21.760722+00:00,2026-03-06 22:44:21.760722+00,cpu,0.0470162024897244,0.0771197453141212,0.050216377382604,60,v20260306-_tuned_20260306-181039-0246
3504,3497,2026-03-06 22:43:21.773205+00:00,2026-03-06 22:44:21.773205+00,ram,42.828125,51.177528381347656,43.71875,60,v20260306-_tuned_20260306-181039-0246
3505,3498,2026-03-06 22:43:21.786328+00:00,2026-03-06 22:44:21.786328+00,rps,334.4333113337733,581.564697265625,354.38,60,v20260306-_tuned_20260306-181039-0246
3562,3499,2026-03-06 22:43:36.757799+00:00,2026-03-06 22:44:36.757799+00,cpu,0.0474871017340089,0.0775729045271873,0.0368463557302883,60,v20260306-_tuned_20260306-181039-0246
3563,3500,2026-03-06 22:43:36.773224+00:00,2026-03-06 22:44:36.773224+00,ram,43.140625,51.20539855957031,43.71875,60,v20260306-_tuned_20260306-181039-0246
3564,3501,2026-03-06 22:43:36.787431+00:00,2026-03-06 22:44:36.787431+00,rps,337.52000000000004,583.04638671875,358.2,60,v20260306-_tuned_20260306-181039-0246
3506,3502,2026-03-06 22:43:51.761241+00:00,2026-03-06 22:44:51.761241+00,cpu,0.0484187095710992,0.076027825474739,0.0514520297661004,60,v20260306-_tuned_20260306-181039-0246
3507,3503,2026-03-06 22:43:51.774452+00:00,2026-03-06 22:44:51.774452+00,ram,41.79296875,51.134185791015625,43.578125,60,v20260306-_tuned_20260306-181039-0246
3508,3504,2026-03-06 22:43:51.788698+00:00,2026-03-06 22:44:51.788698+00,rps,342.34000000000003,579.4628295898438,363.7000000000001,60,v20260306-_tuned_20260306-181039-0246
3565,3505,2026-03-06 22:44:06.755344+00:00,2026-03-06 22:45:06.755344+00,cpu,0.049512110221264,0.0776182115077972,0.0515432492375893,60,v20260306-_tuned_20260306-181039-0246
3566,3506,2026-03-06 22:44:06.772790+00:00,2026-03-06 22:45:06.77279+00,ram,43.30078125,51.19708633422852,43.578125,60,v20260306-_tuned_20260306-181039-0246
3567,3507,2026-03-06 22:44:06.787258+00:00,2026-03-06 22:45:06.787258+00,rps,348.18,583.1353759765625,363.22726454529095,60,v20260306-_tuned_20260306-181039-0246
3568,3508,2026-03-06 22:44:21.756298+00:00,2026-03-06 22:45:21.756298+00,cpu,0.050216377382604,0.0785286426544189,0.0512722503394726,60,v20260306-_tuned_20260306-181039-0246
3569,3509,2026-03-06 22:44:21.768287+00:00,2026-03-06 22:45:21.768287+00,ram,43.71875,51.26331329345703,43.21484375,60,v20260306-_tuned_20260306-181039-0246
3570,3510,2026-03-06 22:44:21.785238+00:00,2026-03-06 22:45:21.785238+00,rps,354.38,585.8463134765625,363.54,60,v20260306-_tuned_20260306-181039-0246
3571,3511,2026-03-06 22:44:36.752100+00:00,2026-03-06 22:45:36.7521+00,cpu,0.0368463557302883,0.0792185366153717,0.0430873234228417,60,v20260306-_tuned_20260306-181039-0246
3572,3512,2026-03-06 22:44:36.769478+00:00,2026-03-06 22:45:36.769478+00,ram,43.71875,51.31880569458008,43.21484375,60,v20260306-_tuned_20260306-181039-0246
3573,3513,2026-03-06 22:44:36.783525+00:00,2026-03-06 22:45:36.783525+00,rps,358.2,590.8195190429688,362.4327513449731,60,v20260306-_tuned_20260306-181039-0246
3574,3514,2026-03-06 22:44:51.766553+00:00,2026-03-06 22:45:51.766553+00,cpu,0.0514520297661004,0.0794578716158866,0.0517136682874104,60,v20260306-_tuned_20260306-181039-0246
3575,3515,2026-03-06 22:44:51.784460+00:00,2026-03-06 22:45:51.78446+00,ram,43.578125,51.36149215698242,44.38671875,60,v20260306-_tuned_20260306-181039-0246
3576,3516,2026-03-06 22:44:51.798079+00:00,2026-03-06 22:45:51.798079+00,rps,363.7000000000001,588.4513549804688,364.987299745995,60,v20260306-_tuned_20260306-181039-0246
3577,3517,2026-03-06 22:45:06.764654+00:00,2026-03-06 22:46:06.764654+00,cpu,0.0515432492375893,0.0795613154768943,0.0514496285539897,60,v20260306-_tuned_20260306-181039-0246
3578,3518,2026-03-06 22:45:06.779486+00:00,2026-03-06 22:46:06.779486+00,ram,43.578125,51.38027572631836,43.8203125,60,v20260306-_tuned_20260306-181039-0246
3579,3519,2026-03-06 22:45:06.793106+00:00,2026-03-06 22:46:06.793106+00,rps,363.22726454529095,588.7429809570312,371.992560148797,60,v20260306-_tuned_20260306-181039-0246
3580,3520,2026-03-06 22:45:21.765110+00:00,2026-03-06 22:46:21.76511+00,cpu,0.0512722503394726,0.0791135504841804,0.0428847935088381,60,v20260306-_tuned_20260306-181039-0246
3581,3521,2026-03-06 22:45:21.777445+00:00,2026-03-06 22:46:21.777445+00,ram,43.21484375,51.36952209472656,43.39453125,60,v20260306-_tuned_20260306-181039-0246
3582,3522,2026-03-06 22:45:21.788412+00:00,2026-03-06 22:46:21.788412+00,rps,363.54,587.8062744140625,376.6,60,v20260306-_tuned_20260306-181039-0246
3584,3523,2026-03-06 22:45:36.753176+00:00,2026-03-06 22:46:36.753176+00,cpu,0.0430873234228417,0.0790892168879509,0.0427426363964139,60,v20260306-_tuned_20260306-181039-0246
