"id","ts","target_ts","resource","input_value","predicted_value","actual_value","horizon_seconds","model_version"
371,"2026-02-28 13:00:36.570532+00","2026-02-28 13:01:36.570053+00","ram","92.52734375","0.5502094030380249","92.82421875",60,"v0.0.0_placeholder"
372,"2026-02-28 13:00:36.592124+00","2026-02-28 13:01:36.591772+00","rps","2256.96","0.2555578947067261","2305.6800000000003",60,"v0.0.0_placeholder"
373,"2026-02-28 13:00:51.518793+00","2026-02-28 13:01:51.51829+00","cpu","0.2204939881801508","0.06867396831512451","0.2265275666793815",60,"v0.0.0_placeholder"
374,"2026-02-28 13:00:51.543014+00","2026-02-28 13:01:51.542495+00","ram","93.28125","0.5502074360847473","93.01953125",60,"v0.0.0_placeholder"
375,"2026-02-28 13:00:51.569818+00","2026-02-28 13:01:51.569355+00","rps","2284.3600000000006","0.255560040473938","2303.6800000000003",60,"v0.0.0_placeholder"
376,"2026-02-28 13:01:06.495267+00","2026-02-28 13:02:06.494751+00","cpu","0.16178332024432443","0.06868565082550049","0.22309781853952118",60,"v0.0.0_placeholder"
377,"2026-02-28 13:01:06.521843+00","2026-02-28 13:02:06.521318+00","ram","93.28125","0.5502012372016907","92.65625",60,"v0.0.0_placeholder"
378,"2026-02-28 13:01:06.544423+00","2026-02-28 13:02:06.544074+00","rps","2292.1","0.25556680560112","2285.34",60,"v0.0.0_placeholder"
379,"2026-02-28 13:01:21.523611+00","2026-02-28 13:02:21.523133+00","cpu","0.2251424758398526","0.06881067156791687","0.22205994820539812",60,"v0.0.0_placeholder"
380,"2026-02-28 13:01:21.552414+00","2026-02-28 13:02:21.551947+00","ram","92.23828125","0.5501346588134766","92.8828125",60,"v0.0.0_placeholder"
381,"2026-02-28 13:01:21.579512+00","2026-02-28 13:02:21.578981+00","rps","2333.6000000000004","0.2556392550468445","2284.78",60,"v0.0.0_placeholder"
382,"2026-02-28 13:01:36.519078+00","2026-02-28 13:02:36.51855+00","cpu","0.22690349417637276","0.06881004571914673","0.21922976511433953",60,"v0.0.0_placeholder"
383,"2026-02-28 13:01:36.544339+00","2026-02-28 13:02:36.543872+00","ram","92.23828125","0.5501350164413452","90.9140625",60,"v0.0.0_placeholder"
384,"2026-02-28 13:01:36.56808+00","2026-02-28 13:02:36.567595+00","rps","2333.42","0.25563889741897583","2282.44",60,"v0.0.0_placeholder"
385,"2026-02-28 13:01:51.504505+00","2026-02-28 13:02:51.504007+00","cpu","0.2256755888343803","0.06872043013572693","0.16259886884945646",60,"v0.0.0_placeholder"
386,"2026-02-28 13:01:51.527423+00","2026-02-28 13:02:51.526971+00","ram","92.82421875","0.5501827001571655","90.9140625",60,"v0.0.0_placeholder"
387,"2026-02-28 13:01:51.551847+00","2026-02-28 13:02:51.55133+00","rps","2305.6800000000003","0.2555869519710541","2282.7",60,"v0.0.0_placeholder"
388,"2026-02-28 13:02:06.537995+00","2026-02-28 13:03:06.537516+00","cpu","0.2265275666793815","0.06870827078819275","0.21955023791190334",60,"v0.0.0_placeholder"
389,"2026-02-28 13:02:06.56643+00","2026-02-28 13:03:06.56606+00","ram","93.01953125","0.550189197063446","92.0625",60,"v0.0.0_placeholder"
390,"2026-02-28 13:02:06.58666+00","2026-02-28 13:03:06.586206+00","rps","2303.6800000000003","0.2555798888206482","2271.86",60,"v0.0.0_placeholder"
391,"2026-02-28 13:02:21.530161+00","2026-02-28 13:03:21.529582+00","cpu","0.22309781853952118","0.06869900226593018","0.1813130897612952",60,"v0.0.0_placeholder"
392,"2026-02-28 13:02:21.55216+00","2026-02-28 13:03:21.551674+00","ram","92.65625","0.5501941442489624","92.0625",60,"v0.0.0_placeholder"
393,"2026-02-28 13:02:21.580729+00","2026-02-28 13:03:21.580178+00","rps","2285.34","0.2555745244026184","2272.3199999999997",60,"v0.0.0_placeholder"
394,"2026-02-28 13:02:36.524803+00","2026-02-28 13:03:36.524316+00","cpu","0.22205994820539812","0.06868910789489746","0.22134488754661708",60,"v0.0.0_placeholder"
395,"2026-02-28 13:02:36.547177+00","2026-02-28 13:03:36.54673+00","ram","92.8828125","0.5501993894577026","91.765625",60,"v0.0.0_placeholder"
396,"2026-02-28 13:02:36.577742+00","2026-02-28 13:03:36.57727+00","rps","2284.78","0.25556880235671997","2266.02",60,"v0.0.0_placeholder"
397,"2026-02-28 13:02:51.499389+00","2026-02-28 13:03:51.499012+00","cpu","0.21922976511433953","0.06878983974456787","0.17263785662914713",60,"v0.0.0_placeholder"
398,"2026-02-28 13:02:51.524829+00","2026-02-28 13:03:51.524372+00","ram","90.9140625","0.5501457452774048","91.765625",60,"v0.0.0_placeholder"
399,"2026-02-28 13:02:51.55234+00","2026-02-28 13:03:51.551865+00","rps","2282.44","0.25562718510627747","2264.2",60,"v0.0.0_placeholder"
400,"2026-02-28 13:03:06.506521+00","2026-02-28 13:04:06.506055+00","cpu","0.16259886884945646","0.06879556179046631","0.22183078917372553",60,"v0.0.0_placeholder"
401,"2026-02-28 13:03:06.53798+00","2026-02-28 13:04:06.537455+00","ram","90.9140625","0.550142765045166","92.7578125",60,"v0.0.0_placeholder"
402,"2026-02-28 13:03:06.562953+00","2026-02-28 13:04:06.562452+00","rps","2282.7","0.2556304931640625","2258.98",60,"v0.0.0_placeholder"
403,"2026-02-28 13:03:21.514729+00","2026-02-28 13:04:21.514249+00","cpu","0.21955023791190334","0.0687064528465271","0.22049234786833496",60,"v0.0.0_placeholder"
404,"2026-02-28 13:03:21.542645+00","2026-02-28 13:04:21.54219+00","ram","92.0625","0.5501901507377625","92.7578125",60,"v0.0.0_placeholder"
405,"2026-02-28 13:03:21.56869+00","2026-02-28 13:04:21.568199+00","rps","2271.86","0.255578875541687","2258.86",60,"v0.0.0_placeholder"
406,"2026-02-28 13:03:36.501654+00","2026-02-28 13:04:36.501188+00","cpu","0.1813130897612952","0.0687093436717987","0.22125283814801774",60,"v0.0.0_placeholder"
407,"2026-02-28 13:03:36.53002+00","2026-02-28 13:04:36.529454+00","ram","92.0625","0.5501886606216431","93.0859375",60,"v0.0.0_placeholder"
408,"2026-02-28 13:03:36.571933+00","2026-02-28 13:04:36.571398+00","rps","2272.3199999999997","0.2555805444717407","2250.08",60,"v0.0.0_placeholder"
409,"2026-02-28 13:03:51.512206+00","2026-02-28 13:04:51.511732+00","cpu","0.22134488754661708","0.06871142983436584","0.18294023440372006",60,"v0.0.0_placeholder"
410,"2026-02-28 13:03:51.534568+00","2026-02-28 13:04:51.534081+00","ram","91.765625","0.5501875281333923","93.0859375",60,"v0.0.0_placeholder"
411,"2026-02-28 13:03:51.564952+00","2026-02-28 13:04:51.564475+00","rps","2266.02","0.25558173656463623","2243.32",60,"v0.0.0_placeholder"
412,"2026-02-28 13:04:06.517037+00","2026-02-28 13:05:06.516422+00","cpu","0.17263785662914713","0.06871166825294495","0.2218372477559561",60,"v0.0.0_placeholder"
413,"2026-02-28 13:04:06.54435+00","2026-02-28 13:05:06.543894+00","ram","91.765625","0.550187349319458","93.33984375",60,"v0.0.0_placeholder"
414,"2026-02-28 13:04:06.571116+00","2026-02-28 13:05:06.57062+00","rps","2264.2","0.25558188557624817","2232.28",60,"v0.0.0_placeholder"
415,"2026-02-28 13:04:21.518033+00","2026-02-28 13:05:21.517525+00","cpu","0.22183078917372553","0.06866464018821716","0.18727097769411138",60,"v0.0.0_placeholder"
416,"2026-02-28 13:04:21.550342+00","2026-02-28 13:05:21.549882+00","ram","92.7578125","0.5502123832702637","93.5625",60,"v0.0.0_placeholder"
417,"2026-02-28 13:04:21.578693+00","2026-02-28 13:05:21.578233+00","rps","2258.98","0.2555546164512634","2230.16",60,"v0.0.0_placeholder"
418,"2026-02-28 13:04:36.515493+00","2026-02-28 13:05:36.514981+00","cpu","0.22049234786833496","0.06866458058357239","0.19020848856326517",60,"v0.0.0_placeholder"
419,"2026-02-28 13:04:36.546812+00","2026-02-28 13:05:36.546326+00","ram","92.7578125","0.5502124428749084","93.328125",60,"v0.0.0_placeholder"
420,"2026-02-28 13:04:36.575763+00","2026-02-28 13:05:36.57529+00","rps","2258.86","0.25555458664894104","2242.1400000000003",60,"v0.0.0_placeholder"
421,"2026-02-28 13:04:51.514421+00","2026-02-28 13:05:51.513941+00","cpu","0.22125283814801774","0.06864693760871887","0.18076162048237004",60,"v0.0.0_placeholder"
422,"2026-02-28 13:04:51.543445+00","2026-02-28 13:05:51.542989+00","ram","93.0859375","0.550221860408783","93.328125",60,"v0.0.0_placeholder"
423,"2026-02-28 13:04:51.576995+00","2026-02-28 13:05:51.576516+00","rps","2250.08","0.25554436445236206","2244.52",60,"v0.0.0_placeholder"
424,"2026-02-28 13:05:06.518079+00","2026-02-28 13:06:06.517466+00","cpu","0.18294023440372006","0.06864270567893982","0.18559659727541178",60,"v0.0.0_placeholder"
425,"2026-02-28 13:05:06.542919+00","2026-02-28 13:06:06.542448+00","ram","93.0859375","0.5502240657806396","91.7421875",60,"v0.0.0_placeholder"
426,"2026-02-28 13:05:06.56771+00","2026-02-28 13:06:06.567226+00","rps","2243.32","0.25554192066192627","2253.6800000000003",60,"v0.0.0_placeholder"
427,"2026-02-28 13:05:21.548558+00","2026-02-28 13:06:21.548006+00","cpu","0.2218372477559561","0.06862777471542358","0.220406165004533",60,"v0.0.0_placeholder"
428,"2026-02-28 13:05:21.580199+00","2026-02-28 13:06:21.579813+00","ram","93.33984375","0.5502320528030396","93.51171875",60,"v0.0.0_placeholder"
429,"2026-02-28 13:05:21.621191+00","2026-02-28 13:06:21.620708+00","rps","2232.28","0.25553327798843384","2254.7400000000002",60,"v0.0.0_placeholder"
430,"2026-02-28 13:05:36.507405+00","2026-02-28 13:06:36.506895+00","cpu","0.18727097769411138","0.068622887134552","0.22115087348991808",60,"v0.0.0_placeholder"
431,"2026-02-28 13:05:36.530412+00","2026-02-28 13:06:36.529944+00","ram","93.5625","0.5502346158027649","93.39453125",60,"v0.0.0_placeholder"
432,"2026-02-28 13:05:36.561976+00","2026-02-28 13:06:36.561321+00","rps","2230.16","0.255530446767807","2248.2799999999997",60,"v0.0.0_placeholder"
433,"2026-02-28 13:05:51.52316+00","2026-02-28 13:06:51.522625+00","cpu","0.19020848856326517","0.0686357319355011","0.14920790000000042",60,"v0.0.0_placeholder"
434,"2026-02-28 13:05:51.553539+00","2026-02-28 13:06:51.553067+00","ram","93.328125","0.5502278208732605","93.39453125",60,"v0.0.0_placeholder"
435,"2026-02-28 13:05:51.581238+00","2026-02-28 13:06:51.580705+00","rps","2242.1400000000003","0.25553786754608154","2244.02",60,"v0.0.0_placeholder"
436,"2026-02-28 13:06:06.523284+00","2026-02-28 13:07:06.522772+00","cpu","0.18076162048237004","0.06863775849342346","0.22186134426722207",60,"v0.0.0_placeholder"
437,"2026-02-28 13:06:06.54597+00","2026-02-28 13:07:06.54557+00","ram","93.328125","0.5502266883850098","91.125",60,"v0.0.0_placeholder"
438,"2026-02-28 13:06:06.573797+00","2026-02-28 13:07:06.573328+00","rps","2244.52","0.25553905963897705","2260.7400000000002",60,"v0.0.0_placeholder"
439,"2026-02-28 13:06:21.534341+00","2026-02-28 13:07:21.533966+00","cpu","0.18559659727541178","0.06869736313819885","0.22242309007981698",60,"v0.0.0_placeholder"
440,"2026-02-28 13:06:21.563263+00","2026-02-28 13:07:21.562715+00","ram","91.7421875","0.5501949787139893","93.328125",60,"v0.0.0_placeholder"
441,"2026-02-28 13:06:21.590065+00","2026-02-28 13:07:21.589556+00","rps","2253.6800000000003","0.2555736005306244","2263.08",60,"v0.0.0_placeholder"
442,"2026-02-28 13:06:36.510749+00","2026-02-28 13:07:36.510248+00","cpu","0.220406165004533","0.06863990426063538","0.22110905429981823",60,"v0.0.0_placeholder"
443,"2026-02-28 13:06:36.543377+00","2026-02-28 13:07:36.542886+00","ram","93.51171875","0.5502256155014038","91.93359375",60,"v0.0.0_placeholder"
444,"2026-02-28 13:06:36.57017+00","2026-02-28 13:07:36.569812+00","rps","2254.7400000000002","0.25554031133651733","2264.28",60,"v0.0.0_placeholder"
445,"2026-02-28 13:06:51.516354+00","2026-02-28 13:07:51.515873+00","cpu","0.22115087348991808","0.06863778829574585","0.2207382302388523",60,"v0.0.0_placeholder"
446,"2026-02-28 13:06:51.539791+00","2026-02-28 13:07:51.539319+00","ram","93.39453125","0.5502266883850098","92.6640625",60,"v0.0.0_placeholder"
447,"2026-02-28 13:06:51.564488+00","2026-02-28 13:07:51.563964+00","rps","2248.2799999999997","0.25553905963897705","2245.12",60,"v0.0.0_placeholder"
448,"2026-02-28 13:07:06.514201+00","2026-02-28 13:08:06.513638+00","cpu","0.14920790000000042","0.06863680481910706","0.22063376755546538",60,"v0.0.0_placeholder"
449,"2026-02-28 13:07:06.54041+00","2026-02-28 13:08:06.539952+00","ram","93.39453125","0.5502272248268127","92.3515625",60,"v0.0.0_placeholder"
450,"2026-02-28 13:07:06.570229+00","2026-02-28 13:08:06.569756+00","rps","2244.02","0.2555384933948517","2254.124752514849",60,"v0.0.0_placeholder"
451,"2026-02-28 13:07:21.509729+00","2026-02-28 13:08:21.509178+00","cpu","0.22186134426722207","0.06873485445976257","0.22167402556485705",60,"v0.0.0_placeholder"
452,"2026-02-28 13:07:21.534886+00","2026-02-28 13:08:21.534421+00","ram","91.125","0.5501750707626343","92.765625",60,"v0.0.0_placeholder"
453,"2026-02-28 13:07:21.558026+00","2026-02-28 13:08:21.557568+00","rps","2260.7400000000002","0.255595326423645","2261.88",60,"v0.0.0_placeholder"
454,"2026-02-28 13:07:36.505126+00","2026-02-28 13:08:36.504642+00","cpu","0.22242309007981698","0.0686514675617218","0.2213315147106372",60,"v0.0.0_placeholder"
455,"2026-02-28 13:07:36.533561+00","2026-02-28 13:08:36.533088+00","ram","93.328125","0.5502194166183472","91.87890625",60,"v0.0.0_placeholder"
456,"2026-02-28 13:07:36.558496+00","2026-02-28 13:08:36.557986+00","rps","2263.08","0.2555469870567322","2265.96",60,"v0.0.0_placeholder"
457,"2026-02-28 13:07:51.52493+00","2026-02-28 13:08:51.524442+00","cpu","0.22110905429981823","0.06870153546333313","0.17595845345952635",60,"v0.0.0_placeholder"
458,"2026-02-28 13:07:51.551043+00","2026-02-28 13:08:51.550568+00","ram","91.93359375","0.5501927733421326","91.87890625",60,"v0.0.0_placeholder"
459,"2026-02-28 13:07:51.578299+00","2026-02-28 13:08:51.577837+00","rps","2264.28","0.2555760145187378","2263.36",60,"v0.0.0_placeholder"
460,"2026-02-28 13:08:06.504519+00","2026-02-28 13:09:06.504031+00","cpu","0.2207382302388523","0.06865426898002625","0.22319039041316668",60,"v0.0.0_placeholder"
461,"2026-02-28 13:08:06.533218+00","2026-02-28 13:09:06.53275+00","ram","92.6640625","0.5502179265022278","91.67578125",60,"v0.0.0_placeholder"
462,"2026-02-28 13:08:06.557454+00","2026-02-28 13:09:06.556834+00","rps","2245.12","0.2555485963821411","2265.1000000000004",60,"v0.0.0_placeholder"
463,"2026-02-28 13:08:21.54472+00","2026-02-28 13:09:21.544221+00","cpu","0.22063376755546538","0.0686730444431305","0.17609425436616136",60,"v0.0.0_placeholder"
464,"2026-02-28 13:08:21.582158+00","2026-02-28 13:09:21.581673+00","ram","92.3515625","0.5502079129219055","91.67578125",60,"v0.0.0_placeholder"
465,"2026-02-28 13:08:21.603978+00","2026-02-28 13:09:21.603477+00","rps","2254.124752514849","0.255559504032135","2266.66",60,"v0.0.0_placeholder"
466,"2026-02-28 13:08:36.51116+00","2026-02-28 13:09:36.510617+00","cpu","0.22167402556485705","0.06866735219955444","0.2238380866878234",60,"v0.0.0_placeholder"
467,"2026-02-28 13:08:36.535782+00","2026-02-28 13:09:36.535255+00","ram","92.765625","0.5502109527587891","92.4609375",60,"v0.0.0_placeholder"
468,"2026-02-28 13:08:36.562997+00","2026-02-28 13:09:36.562494+00","rps","2261.88","0.25555619597435","2268.38",60,"v0.0.0_placeholder"
469,"2026-02-28 13:08:51.525799+00","2026-02-28 13:09:51.525428+00","cpu","0.2213315147106372","0.06870624423027039","0.1783694556390655",60,"v0.0.0_placeholder"
470,"2026-02-28 13:08:51.551212+00","2026-02-28 13:09:51.550747+00","ram","91.87890625","0.550190269947052","92.4609375",60,"v0.0.0_placeholder"
471,"2026-02-28 13:08:51.588669+00","2026-02-28 13:09:51.588205+00","rps","2265.96","0.2555787265300751","2244.26",60,"v0.0.0_placeholder"
472,"2026-02-28 13:09:06.510961+00","2026-02-28 13:10:06.510366+00","cpu","0.17595845345952635","0.06870517134666443","0.22154988250993587",60,"v0.0.0_placeholder"
473,"2026-02-28 13:09:06.54222+00","2026-02-28 13:10:06.541763+00","ram","91.87890625","0.550190806388855","93.6640625",60,"v0.0.0_placeholder"
474,"2026-02-28 13:09:06.56705+00","2026-02-28 13:10:06.56658+00","rps","2263.36","0.2555781304836273","2240.3",60,"v0.0.0_placeholder"
475,"2026-02-28 13:09:21.506765+00","2026-02-28 13:10:21.506301+00","cpu","0.22319039041316668","0.06871414184570312","0.22370571105960668",60,"v0.0.0_placeholder"
476,"2026-02-28 13:09:21.528181+00","2026-02-28 13:10:21.527726+00","ram","91.67578125","0.550186038017273","91.51171875",60,"v0.0.0_placeholder"
477,"2026-02-28 13:09:21.560147+00","2026-02-28 13:10:21.559789+00","rps","2265.1000000000004","0.2555833160877228","2234.98",60,"v0.0.0_placeholder"
478,"2026-02-28 13:09:36.526572+00","2026-02-28 13:10:36.526106+00","cpu","0.17609425436616136","0.06871938705444336","0.22309779665648266",60,"v0.0.0_placeholder"
479,"2026-02-28 13:09:36.54908+00","2026-02-28 13:10:36.548714+00","ram","91.67578125","0.5501832962036133","93.546875",60,"v0.0.0_placeholder"
480,"2026-02-28 13:09:36.578691+00","2026-02-28 13:10:36.578225+00","rps","2266.66","0.2555863559246063","2254.3200000000006",60,"v0.0.0_placeholder"
481,"2026-02-28 13:09:51.517437+00","2026-02-28 13:10:51.51695+00","cpu","0.2238380866878234","0.06868526339530945","0.1399723000000002",60,"v0.0.0_placeholder"
482,"2026-02-28 13:09:51.539713+00","2026-02-28 13:10:51.539259+00","ram","92.4609375","0.550201416015625","93.546875",60,"v0.0.0_placeholder"
483,"2026-02-28 13:09:51.57088+00","2026-02-28 13:10:51.57027+00","rps","2268.38","0.2555665969848633","2250.42",60,"v0.0.0_placeholder"
484,"2026-02-28 13:10:06.527559+00","2026-02-28 13:11:06.527088+00","cpu","0.1783694556390655","0.06866112351417542","0.22152765762556612",60,"v0.0.0_placeholder"
485,"2026-02-28 13:10:06.554284+00","2026-02-28 13:11:06.553795+00","ram","92.4609375","0.5502142906188965","89.87109375",60,"v0.0.0_placeholder"
486,"2026-02-28 13:10:06.576907+00","2026-02-28 13:11:06.576443+00","rps","2244.26","0.25555258989334106","2234.2799999999997",60,"v0.0.0_placeholder"
487,"2026-02-28 13:10:21.499891+00","2026-02-28 13:11:21.499374+00","cpu","0.22154988250993587","0.06862634420394897","0.1575988702764077",60,"v0.0.0_placeholder"
488,"2026-02-28 13:10:21.521216+00","2026-02-28 13:11:21.52083+00","ram","93.6640625","0.5502327680587769","89.87109375",60,"v0.0.0_placeholder"
489,"2026-02-28 13:10:21.5443+00","2026-02-28 13:11:21.543838+00","rps","2240.3","0.255532443523407","2237.92",60,"v0.0.0_placeholder"
490,"2026-02-28 13:10:36.517547+00","2026-02-28 13:11:36.517039+00","cpu","0.22370571105960668","0.0686812698841095","0.22176153403152554",60,"v0.0.0_placeholder"
491,"2026-02-28 13:10:36.545874+00","2026-02-28 13:11:36.5454+00","ram","91.51171875","0.5502035617828369","91.46875",60,"v0.0.0_placeholder"
492,"2026-02-28 13:10:36.582348+00","2026-02-28 13:11:36.581639+00","rps","2234.98","0.25556427240371704","2245.2400000000007",60,"v0.0.0_placeholder"
493,"2026-02-28 13:10:51.546381+00","2026-02-28 13:11:51.545962+00","cpu","0.22309779665648266","0.06863865256309509","0.22235280246168015",60,"v0.0.0_placeholder"
494,"2026-02-28 13:10:51.570757+00","2026-02-28 13:11:51.570265+00","ram","93.546875","0.5502262711524963","91.46875",60,"v0.0.0_placeholder"
495,"2026-02-28 13:10:51.595961+00","2026-02-28 13:11:51.595469+00","rps","2254.3200000000006","0.25553956627845764","2250.38",60,"v0.0.0_placeholder"
496,"2026-02-28 13:11:06.548835+00","2026-02-28 13:12:06.548366+00","cpu","0.1399723000000002","0.06863826513290405","0.22243576273070964",60,"v0.0.0_placeholder"
497,"2026-02-28 13:11:06.580537+00","2026-02-28 13:12:06.579997+00","ram","93.546875","0.5502264499664307","91.73828125",60,"v0.0.0_placeholder"
498,"2026-02-28 13:11:06.604049+00","2026-02-28 13:12:06.603573+00","rps","2250.42","0.2555393576622009","2239.42",60,"v0.0.0_placeholder"
499,"2026-02-28 13:11:21.506954+00","2026-02-28 13:12:21.506459+00","cpu","0.22152765762556612","0.0687585175037384","0.22140727147248873",60,"v0.0.0_placeholder"
500,"2026-02-28 13:11:21.538875+00","2026-02-28 13:12:21.538401+00","ram","89.87109375","0.5501624345779419","91.79296875",60,"v0.0.0_placeholder"
501,"2026-02-28 13:11:21.563235+00","2026-02-28 13:12:21.562747+00","rps","2234.2799999999997","0.25560903549194336","2244.08",60,"v0.0.0_placeholder"
502,"2026-02-28 13:11:36.508284+00","2026-02-28 13:12:36.50769+00","cpu","0.1575988702764077","0.06877076625823975","0.2213707391891578",60,"v0.0.0_placeholder"
503,"2026-02-28 13:11:36.538268+00","2026-02-28 13:12:36.537805+00","ram","89.87109375","0.5501559376716614","91.7421875",60,"v0.0.0_placeholder"
504,"2026-02-28 13:11:36.564472+00","2026-02-28 13:12:36.563952+00","rps","2237.92","0.25561612844467163","2252.7799999999997",60,"v0.0.0_placeholder"
505,"2026-02-28 13:11:51.517562+00","2026-02-28 13:12:51.517176+00","cpu","0.22176153403152554","0.06869569420814514","0.18332263644420746",60,"v0.0.0_placeholder"
506,"2026-02-28 13:11:51.547727+00","2026-02-28 13:12:51.547232+00","ram","91.46875","0.5501958727836609","91.7421875",60,"v0.0.0_placeholder"
507,"2026-02-28 13:11:51.573211+00","2026-02-28 13:12:51.572747+00","rps","2245.2400000000007","0.2555726170539856","2266.78",60,"v0.0.0_placeholder"
508,"2026-02-28 13:12:06.524885+00","2026-02-28 13:13:06.52441+00","cpu","0.22235280246168015","0.06870254874229431","0.2219874905399988",60,"v0.0.0_placeholder"
509,"2026-02-28 13:12:06.556326+00","2026-02-28 13:13:06.555841+00","ram","91.46875","0.5501922369003296","93.26171875",60,"v0.0.0_placeholder"
510,"2026-02-28 13:12:06.585196+00","2026-02-28 13:13:06.584729+00","rps","2250.38","0.25557661056518555","2280.3",60,"v0.0.0_placeholder"
511,"2026-02-28 13:12:21.577336+00","2026-02-28 13:13:21.576857+00","cpu","0.22243576273070964","0.06867820024490356","0.22288741214756508",60,"v0.0.0_placeholder"
512,"2026-02-28 13:12:21.607449+00","2026-02-28 13:13:21.60699+00","ram","91.73828125","0.5502052307128906","91.74609375",60,"v0.0.0_placeholder"
513,"2026-02-28 13:12:21.637637+00","2026-02-28 13:13:21.637173+00","rps","2239.42","0.2555624842643738","2282.46",60,"v0.0.0_placeholder"
514,"2026-02-28 13:12:36.521973+00","2026-02-28 13:13:36.521457+00","cpu","0.22140727147248873","0.06868162751197815","0.22295723838089188",60,"v0.0.0_placeholder"
515,"2026-02-28 13:12:36.545299+00","2026-02-28 13:13:36.544822+00","ram","91.79296875","0.5502033829689026","92.74609375",60,"v0.0.0_placeholder"
516,"2026-02-28 13:12:36.569592+00","2026-02-28 13:13:36.56914+00","rps","2244.08","0.25556445121765137","2277.2800000000007",60,"v0.0.0_placeholder"
517,"2026-02-28 13:12:51.539637+00","2026-02-28 13:13:51.539176+00","cpu","0.2213707391891578","0.06869429349899292","0.2228105006348186",60,"v0.0.0_placeholder"
518,"2026-02-28 13:12:51.570788+00","2026-02-28 13:13:51.570231+00","ram","91.7421875","0.550196647644043","93.05859375",60,"v0.0.0_placeholder"
519,"2026-02-28 13:12:51.593636+00","2026-02-28 13:13:51.593173+00","rps","2252.7799999999997","0.25557181239128113","2262.32",60,"v0.0.0_placeholder"
520,"2026-02-28 13:13:06.528319+00","2026-02-28 13:14:06.527843+00","cpu","0.18332263644420746","0.06871595978736877","0.2208116331503791",60,"v0.0.0_placeholder"
521,"2026-02-28 13:13:06.554432+00","2026-02-28 13:14:06.553877+00","ram","91.7421875","0.5501850843429565","92.0078125",60,"v0.0.0_placeholder"
522,"2026-02-28 13:13:06.582166+00","2026-02-28 13:14:06.581671+00","rps","2266.78","0.25558435916900635","2243.6600000000003",60,"v0.0.0_placeholder"
523,"2026-02-28 13:13:21.499314+00","2026-02-28 13:14:21.49883+00","cpu","0.2219874905399988","0.06867018342018127","0.22077918357603216",60,"v0.0.0_placeholder"
524,"2026-02-28 13:13:21.528874+00","2026-02-28 13:14:21.528296+00","ram","93.26171875","0.5502094626426697","93.05078125",60,"v0.0.0_placeholder"
525,"2026-02-28 13:13:21.551709+00","2026-02-28 13:14:21.551242+00","rps","2280.3","0.2555578351020813","2237.92",60,"v0.0.0_placeholder"
526,"2026-02-28 13:13:36.539746+00","2026-02-28 13:14:36.539256+00","cpu","0.22288741214756508","0.06873831152915955","0.22102308404621204",60,"v0.0.0_placeholder"
527,"2026-02-28 13:13:36.568767+00","2026-02-28 13:14:36.568287+00","ram","91.74609375","0.5501732230186462","93.5703125",60,"v0.0.0_placeholder"
528,"2026-02-28 13:13:36.593062+00","2026-02-28 13:14:36.592534+00","rps","2282.46","0.255597323179245","2273.7",60,"v0.0.0_placeholder"
529,"2026-02-28 13:13:51.517187+00","2026-02-28 13:14:51.516725+00","cpu","0.22295723838089188","0.06868517398834229","0.2219171324991229",60,"v0.0.0_placeholder"
530,"2026-02-28 13:13:51.542775+00","2026-02-28 13:14:51.542328+00","ram","92.74609375","0.5502014756202698","93.51953125",60,"v0.0.0_placeholder"
531,"2026-02-28 13:13:51.568165+00","2026-02-28 13:14:51.567651+00","rps","2277.2800000000007","0.2555665373802185","2281.6",60,"v0.0.0_placeholder"
532,"2026-02-28 13:14:06.528895+00","2026-02-28 13:15:06.528402+00","cpu","0.2228105006348186","0.06865856051445007","0.1738908836977929",60,"v0.0.0_placeholder"
533,"2026-02-28 13:14:06.557103+00","2026-02-28 13:15:06.556499+00","ram","93.05859375","0.5502156615257263","92.921875",60,"v0.0.0_placeholder"
534,"2026-02-28 13:14:06.587798+00","2026-02-28 13:15:06.587303+00","rps","2262.32","0.2555510997772217","2319.7799999999997",60,"v0.0.0_placeholder"
535,"2026-02-28 13:14:21.536651+00","2026-02-28 13:15:21.536169+00","cpu","0.2208116331503791","0.06867349147796631","0.16438750106185912",60,"v0.0.0_placeholder"
536,"2026-02-28 13:14:21.559392+00","2026-02-28 13:15:21.558882+00","ram","92.0078125","0.5502077341079712","92.921875",60,"v0.0.0_placeholder"
537,"2026-02-28 13:14:21.586281+00","2026-02-28 13:15:21.585919+00","rps","2243.6600000000003","0.2555597424507141","2317.36",60,"v0.0.0_placeholder"
538,"2026-02-28 13:14:36.509419+00","2026-02-28 13:15:36.508916+00","cpu","0.22077918357603216","0.06863817572593689","0.22450513746181583",60,"v0.0.0_placeholder"
539,"2026-02-28 13:14:36.533797+00","2026-02-28 13:15:36.533327+00","ram","93.05078125","0.5502265095710754","93.10546875",60,"v0.0.0_placeholder"
540,"2026-02-28 13:14:36.558344+00","2026-02-28 13:15:36.557796+00","rps","2237.92","0.25553929805755615","2317.4",60,"v0.0.0_placeholder"
541,"2026-02-28 13:14:51.525197+00","2026-02-28 13:15:51.524716+00","cpu","0.22102308404621204","0.06865417957305908","0.22504067489470156",60,"v0.0.0_placeholder"
542,"2026-02-28 13:14:51.549743+00","2026-02-28 13:15:51.549286+00","ram","93.5703125","0.5502179861068726","91.57421875",60,"v0.0.0_placeholder"
