ts_rounded,cpu,ram,rps
2026-02-28 12:44:00+00:00,0.4981702374733512,59.47265625,0.0
2026-02-28 12:44:15+00:00,0.4762194850770014,59.47265625,0.0
2026-02-28 12:44:30+00:00,0.499485679457356,59.89453125,0.0
2026-02-28 12:44:45+00:00,0.4767494794379763,59.89453125,0.0
2026-02-28 12:45:00+00:00,0.4994501741041121,60.9765625,0.0
2026-02-28 12:45:15+00:00,0.4994507063197025,58.65625,0.0
2026-02-28 12:45:30+00:00,0.4994904415477959,60.8515625,0.0
2026-02-28 12:45:45+00:00,0.4994320501455807,61.22265625,0.0
2026-02-28 12:46:00+00:00,0.4994149480550518,59.08984375,0.0
2026-02-28 12:46:15+00:00,0.4994877021539673,59.08203125,0.0
2026-02-28 12:46:30+00:00,0.4995206046695457,59.78125,0.0
2026-02-28 12:46:45+00:00,0.4994454544492162,60.82421875,0.0
2026-02-28 12:47:00+00:00,0.4994797538834847,60.5234375,0.0
2026-02-28 12:47:15+00:00,0.4994609671965798,63.421875,0.0
2026-02-28 12:47:30+00:00,0.4616154788014259,41.3046875,0.0
2026-02-28 12:47:45+00:00,0.4367298591014905,41.3046875,0.0381883333333333
2026-02-28 12:48:00+00:00,0.4119391986259024,42.93359375,0.0632266666666666
2026-02-28 12:50:30+00:00,8.775485593530706e-05,45.23046875,0.1
2026-02-28 12:50:45+00:00,0.0001284705332996,45.3671875,0.1
2026-02-28 12:51:00+00:00,0.0001477072620976,45.578125,0.1
2026-02-28 12:51:15+00:00,0.0001215828741589,45.609375,0.1
2026-02-28 12:51:30+00:00,0.0001266352288737,45.62109375,0.1
2026-02-28 12:51:45+00:00,0.0001278545249506,45.6484375,0.1
2026-02-28 12:52:00+00:00,0.0001010362214291,45.6484375,0.1
2026-02-28 12:52:15+00:00,0.0001123420190357,45.84765625,0.1
2026-02-28 12:52:30+00:00,0.0001499941155702,45.875,5.1000000000000005
2026-02-28 12:52:45+00:00,0.0126666430890895,55.3046875,117.12339933333334
2026-02-28 12:53:00+00:00,0.01365405,55.3046875,281.0890048888889
2026-02-28 12:53:15+00:00,0.0659740467509645,57.07421875,522.6774939999999
2026-02-28 12:53:30+00:00,0.0795906139909411,57.07421875,707.1400000000001
2026-02-28 12:53:45+00:00,0.0953674993634537,57.40234375,797.24
2026-02-28 12:54:00+00:00,0.0886186753957727,58.40625,795.6
2026-02-28 12:54:15+00:00,0.0871832146969538,57.76171875,793.06
2026-02-28 12:54:30+00:00,0.0684097467374602,57.76171875,790.2600000000001
2026-02-28 12:54:45+00:00,0.0899953610370466,57.81640625,793.6
2026-02-28 12:55:00+00:00,0.0907483848524003,58.54296875,794.48
2026-02-28 12:55:15+00:00,0.094413601532567,57.40625,797.5400000000001
2026-02-28 12:55:30+00:00,0.0680806879056303,57.40625,797.26
2026-02-28 12:55:45+00:00,0.0947357677419354,57.640625,796.74
2026-02-28 12:56:00+00:00,0.0952932104520149,57.70703125,795.1600000000001
2026-02-28 12:56:15+00:00,0.0932930254647428,58.34765625,791.58
2026-02-28 12:56:30+00:00,0.0701249677554679,58.34765625,791.4399999999999
2026-02-28 12:56:45+00:00,0.0926237174248615,57.00390625,796.3
2026-02-28 12:57:00+00:00,0.0959237959159374,58.21875,800.84
2026-02-28 12:57:15+00:00,0.0923335105322612,58.55078125,798.5600000000001
2026-02-28 12:57:30+00:00,0.0748938672083219,58.55078125,794.8
2026-02-28 12:57:45+00:00,0.0912378996167351,58.796875,908.86
2026-02-28 12:58:00+00:00,0.0749957046255455,58.796875,1235.5
2026-02-28 12:58:15+00:00,0.1850103359925463,67.50390625,1894.5800000000004
2026-02-28 12:58:30+00:00,0.2430355411535968,76.5859375,2209.42
2026-02-28 12:58:45+00:00,0.2344876359736479,81.19140625,2376.6400000000003
2026-02-28 12:59:00+00:00,0.1835274101140904,91.2109375,2336.54
2026-02-28 12:59:15+00:00,0.2254550262381108,90.8984375,2281.78
2026-02-28 12:59:30+00:00,0.2237928572902268,92.8359375,2267.08
2026-02-28 12:59:45+00:00,0.2209757742601514,91.87109375,2264.48
2026-02-28 13:00:00+00:00,0.2194954756775143,92.87890625,2272.56
2026-02-28 13:00:15+00:00,0.2185313078346699,93.359375,2271.98
2026-02-28 13:00:30+00:00,0.2181540741075872,92.52734375,2256.96
2026-02-28 13:00:45+00:00,0.2204939881801508,93.28125,2284.3600000000006
2026-02-28 13:01:00+00:00,0.1617833202443244,93.28125,2292.1
2026-02-28 13:01:15+00:00,0.2251424758398526,92.23828125,2333.6000000000004
2026-02-28 13:01:30+00:00,0.2269034941763727,92.23828125,2333.42
2026-02-28 13:01:45+00:00,0.2256755888343803,92.82421875,2305.6800000000003
2026-02-28 13:02:00+00:00,0.2265275666793815,93.01953125,2303.6800000000003
2026-02-28 13:02:15+00:00,0.2230978185395211,92.65625,2285.34
2026-02-28 13:02:30+00:00,0.2220599482053981,92.8828125,2284.78
2026-02-28 13:02:45+00:00,0.2192297651143395,90.9140625,2282.44
2026-02-28 13:03:00+00:00,0.1625988688494564,90.9140625,2282.7
2026-02-28 13:03:15+00:00,0.2195502379119033,92.0625,2271.86
2026-02-28 13:03:30+00:00,0.1813130897612952,92.0625,2272.32
2026-02-28 13:03:45+00:00,0.221344887546617,91.765625,2266.02
2026-02-28 13:04:00+00:00,0.1726378566291471,91.765625,2264.2
2026-02-28 13:04:15+00:00,0.2218307891737255,92.7578125,2258.98
2026-02-28 13:04:30+00:00,0.2204923478683349,92.7578125,2258.86
2026-02-28 13:04:45+00:00,0.2212528381480177,93.0859375,2250.08
2026-02-28 13:05:00+00:00,0.18294023440372,93.0859375,2243.32
2026-02-28 13:05:15+00:00,0.2218372477559561,93.33984375,2232.28
2026-02-28 13:05:30+00:00,0.1872709776941113,93.5625,2230.16
2026-02-28 13:05:45+00:00,0.1902084885632651,93.328125,2242.1400000000003
2026-02-28 13:06:00+00:00,0.18076162048237,93.328125,2244.52
2026-02-28 13:06:15+00:00,0.1855965972754117,91.7421875,2253.6800000000003
2026-02-28 13:06:30+00:00,0.220406165004533,93.51171875,2254.74
2026-02-28 13:06:45+00:00,0.221150873489918,93.39453125,2248.28
2026-02-28 13:07:00+00:00,0.1492079000000004,93.39453125,2244.02
2026-02-28 13:07:15+00:00,0.221861344267222,91.125,2260.74
2026-02-28 13:07:30+00:00,0.2224230900798169,93.328125,2263.08
2026-02-28 13:07:45+00:00,0.2211090542998182,91.93359375,2264.28
2026-02-28 13:08:00+00:00,0.2207382302388523,92.6640625,2245.12
2026-02-28 13:08:15+00:00,0.2206337675554653,92.3515625,2254.124752514849
2026-02-28 13:08:30+00:00,0.221674025564857,92.765625,2261.88
2026-02-28 13:08:45+00:00,0.2213315147106372,91.87890625,2265.96
2026-02-28 13:09:00+00:00,0.1759584534595263,91.87890625,2263.36
2026-02-28 13:09:15+00:00,0.2231903904131666,91.67578125,2265.1000000000004
2026-02-28 13:09:30+00:00,0.1760942543661613,91.67578125,2266.66
2026-02-28 13:09:45+00:00,0.2238380866878234,92.4609375,2268.38
2026-02-28 13:10:00+00:00,0.1783694556390655,92.4609375,2244.26
2026-02-28 13:10:15+00:00,0.2215498825099358,93.6640625,2240.3
2026-02-28 13:10:30+00:00,0.2237057110596066,91.51171875,2234.98
2026-02-28 13:10:45+00:00,0.2230977966564826,93.546875,2254.3200000000006
2026-02-28 13:11:00+00:00,0.1399723000000002,93.546875,2250.42
2026-02-28 13:11:15+00:00,0.2215276576255661,89.87109375,2234.28
2026-02-28 13:11:30+00:00,0.1575988702764077,89.87109375,2237.92
2026-02-28 13:11:45+00:00,0.2217615340315255,91.46875,2245.2400000000007
2026-02-28 13:12:00+00:00,0.2223528024616801,91.46875,2250.38
2026-02-28 13:12:15+00:00,0.2224357627307096,91.73828125,2239.42
2026-02-28 13:12:30+00:00,0.2214072714724887,91.79296875,2244.08
2026-02-28 13:12:45+00:00,0.2213707391891578,91.7421875,2252.78
2026-02-28 13:13:00+00:00,0.1833226364442074,91.7421875,2266.78
2026-02-28 13:13:15+00:00,0.2219874905399988,93.26171875,2280.3
2026-02-28 13:13:30+00:00,0.222887412147565,91.74609375,2282.46
2026-02-28 13:13:45+00:00,0.2229572383808918,92.74609375,2277.2800000000007
2026-02-28 13:14:00+00:00,0.2228105006348186,93.05859375,2262.32
2026-02-28 13:14:15+00:00,0.2208116331503791,92.0078125,2243.6600000000003
